Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right
0.0100,12.32,0,0,8.36,6.49,27.5,40.59,31.57,454.41,133.32,109.45,100.54,42.35,30.14,30.25,36.19,126.83,936.65
0.0200,12.32,0,0,6.27,4.29,16.94,27.06,29.26,463.76,139.92,111.65,108.02,44.44,30.14,32.23,39.05,96.14,969.21
0.0300,12.32,0,0,4.18,4.29,8.47,15.73,22.55,473.22,148.61,116.05,115.5,48.73,32.67,34.32,39.05,67.54,1008.15
0.0400,14.41,0,0,4.18,0,4.18,9.02,11.22,475.53,155.1,120.67,122.98,50.82,37.73,36.3,41.8,43.01,1040.93
0.0500,14.41,0,0,4.18,0,0,0,4.51,477.84,159.39,122.98,130.46,55.11,40.26,38.28,44.66,23.1,1068.98
0.0600,14.41,0,0,4.18,0,0,0,0,475.53,161.59,127.6,135.41,57.53,42.79,40.37,44.66,18.59,1085.48
0.0700,14.41,0,0,4.18,0,0,0,0,470.8,163.79,127.6,140.36,60.06,47.85,44.33,47.41,18.59,1102.2
0.0800,14.41,0,0,4.18,0,0,0,0,461.45,165.99,129.91,145.42,62.59,50.38,46.42,47.41,18.59,1109.57
0.0900,14.41,0,0,0,0,0,0,0,451.99,163.79,129.91,147.84,65.12,55.44,50.38,47.41,14.41,1111.88
0.1000,14.41,0,0,0,0,0,0,0,440.33,161.59,129.91,150.37,67.65,55.44,52.47,47.41,14.41,1105.17
0.1100,12.32,0,0,0,0,0,0,0,428.56,159.39,129.91,152.79,70.18,55.44,54.45,47.41,12.32,1098.13
0.1200,12.32,0,0,0,0,0,0,0,414.37,155.1,127.6,152.79,70.18,57.97,56.54,47.41,12.32,1081.96
0.1300,14.41,0,0,0,0,0,0,0,397.98,150.7,125.29,155.32,70.18,60.28,58.85,47.41,14.41,1066.01
0.1400,12.32,0,0,0,0,0,0,0,381.7,148.61,122.98,157.85,72.71,62.7,63.69,50.16,12.32,1060.4
0.1500,12.32,0,0,0,0,0,0,0,363.33,144.21,122.98,160.27,75.24,65.12,68.42,50.16,12.32,1049.73
0.1600,12.32,0,0,0,0,0,0,0,347.38,139.92,120.67,165.33,77.77,69.85,73.26,50.16,12.32,1044.34
0.1700,12.32,0,0,0,0,0,0,0,331.21,137.72,118.36,170.61,80.3,72.27,80.41,53.02,12.32,1043.9
0.1800,12.32,0,0,0,0,0,0,0,314.38,135.52,116.05,175.89,82.83,77.11,87.67,55.77,12.32,1045.22
0.1900,12.32,0,0,0,0,0,0,0,302.28,131.23,113.85,181.17,87.78,81.84,97.24,55.77,12.32,1051.16
0.2000,12.32,0,0,0,0,0,0,0,290.29,129.03,111.65,189.09,90.31,86.68,104.39,58.63,12.32,1060.07
0.2100,10.34,0,0,0,0,0,0,0,278.3,124.63,107.25,194.37,92.84,91.41,111.65,58.63,10.34,1059.08
0.2200,12.32,0,0,0,0,0,0,0,266.75,122.54,105.05,202.4,95.37,96.25,113.96,61.49,12.32,1063.81
0.2300,12.32,0,0,0,0,0,0,0,257.51,118.14,100.76,210.32,97.9,101.09,120.89,64.35,12.32,1070.96
0.2400,12.32,0,0,0,0,0,0,0,243.65,113.85,96.36,218.24,100.43,103.4,125.62,64.35,12.32,1065.9
0.2500,12.32,0,0,0,0,0,0,0,232.1,109.56,94.27,226.27,102.96,108.24,132.55,64.35,12.32,1070.3
0.2600,12.32,0,0,0,0,0,0,0,218.13,103.18,89.87,228.69,105.49,113.08,139.59,67.32,12.32,1065.35
0.2700,12.32,0,0,0,0,0,0,0,204.16,96.8,83.38,233.53,110.55,118.03,146.52,67.32,12.32,1060.29
0.2800,10.34,0,0,0,0,0,0,0,192.39,88.33,78.98,238.37,113.08,120.56,155.87,70.18,10.34,1057.76
0.2900,12.32,0,0,0,0,0,0,0,176.11,81.95,72.49,240.79,118.25,125.62,165.11,70.18,12.32,1050.5
0.3000,12.32,0,0,0,0,0,0,0,162.14,73.48,68.09,243.21,120.89,128.15,174.79,73.15,12.32,1043.9
0.3100,10.34,0,0,0,0,0,0,0,148.5,67.1,61.6,245.63,123.53,130.68,184.58,73.15,10.34,1034.77
0.3200,10.34,0,0,0,0,0,0,0,132.66,58.63,53.13,250.47,126.06,135.74,191.84,76.01,10.34,1024.54
0.3300,10.34,0,0,0,0,0,0,0,116.71,50.16,47.41,252.89,131.34,140.8,201.63,76.01,10.34,1016.95
0.3400,10.34,0,0,0,0,0,0,0,95.37,39.71,37.95,257.73,136.51,140.8,209,76.01,10.34,993.08
0.3500,10.34,0,0,0,0,0,0,0,81.07,33.44,30.36,262.57,139.15,145.75,213.84,78.98,10.34,985.16
0.3600,10.34,0,0,0,0,0,0,0,66.66,27.17,22.77,264.99,139.15,148.28,223.52,78.98,10.34,971.52
0.3700,10.34,0,0,0,0,0,0,0,57.2,22.99,20.9,267.41,139.15,150.81,228.36,78.98,10.34,965.8
0.3800,10.34,0,0,0,0,0,0,0,52.58,18.81,17.05,267.41,136.51,155.87,233.2,78.98,10.34,960.41
0.3900,12.32,0,0,0,0,0,0,0,45.76,16.72,13.2,264.99,133.98,158.4,237.93,78.98,12.32,949.96
0.4000,10.34,0,0,0,0,0,0,0,43.45,12.54,11.33,255.31,128.7,160.93,242.77,76.01,10.34,931.04
0.4100,10.34,0,0,0,0,0,0,0,38.83,10.45,9.46,245.63,123.53,163.46,249.92,73.15,10.34,914.43
0.4200,22.77,0,0,0,0,0,0,0,36.52,10.45,7.59,231.11,118.25,163.46,252.34,70.18,22.77,889.9
0.4300,45.54,3.74,0,0,0,0,0,0,34.32,8.36,7.59,212.96,110.55,163.46,257.18,64.35,49.28,858.77
0.4400,164.01,13.09,7.81,0,0,0,0,0,34.32,8.36,5.61,189.09,102.96,160.93,262.02,61.49,184.91,824.78
0.4500,275.22,32.01,19.58,6.27,0,0,0,0,32.01,8.36,5.61,165.33,92.84,160.93,266.75,58.63,333.08,790.46
0.4600,269.17,50.82,31.46,12.54,0,0,0,0,32.01,6.27,5.61,140.36,85.25,158.4,271.59,55.77,363.99,755.26
0.4700,269.17,64.46,37.29,20.9,0,0,0,0,29.7,6.27,5.61,115.5,75.24,158.4,278.63,55.77,391.82,725.12
0.4800,265.21,72.38,43.23,27.17,0,0,0,0,27.39,6.27,3.74,92.95,67.65,155.87,287.87,55.77,407.99,697.51
0.4900,263.12,78.32,49.17,35.53,0,0,0,0,27.39,6.27,3.74,67.98,60.06,155.87,292.49,58.63,426.14,672.43
