Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right
0.0100,280.72,94.93,52.47,106.59,8.8,17.27,3.52,9.46,14.19,13.09,0,34.76,4.07,0,165.99,161.48,573.76,393.58
0.0200,295.35,103.62,58.41,114.51,8.8,18.81,10.56,11.33,11.77,13.09,0,33.11,4.07,149.71,139.81,161.48,621.39,513.04
0.0300,312.95,110.22,64.24,118.47,11,21.89,15.95,13.2,9.46,13.09,0,29.59,4.07,130.35,113.74,161.48,667.92,461.78
0.0400,327.69,116.93,72.05,124.52,11,25.08,21.23,15.18,7.04,13.09,0,29.59,6.05,103.18,84.04,159.5,713.68,402.49
0.0500,345.73,121.55,77.88,126.5,13.2,26.62,26.62,17.05,5.83,13.09,0,29.59,6.05,68.53,60.72,155.65,755.15,339.46
0.0600,363.88,123.86,81.84,126.5,13.2,29.81,30.14,17.05,3.52,13.09,0,27.83,4.07,46.2,45.65,146.08,786.28,286.44
0.0700,378.95,126.17,87.67,126.5,13.2,29.81,31.9,18.92,2.31,13.09,0,24.31,4.07,37.29,41.25,128.7,813.12,251.02
0.0800,394.02,128.48,89.65,126.5,13.2,29.81,35.53,18.92,2.31,13.09,0,20.9,0,31.9,39.05,111.21,836.11,218.46
0.0900,408.87,130.79,91.63,126.5,13.2,31.35,37.29,18.92,2.31,13.09,0,17.38,0,28.38,34.76,95.37,858.55,191.29
0.1000,423.83,132.99,95.48,128.59,13.2,32.89,40.81,18.92,2.31,10.45,0,15.62,0,23.1,30.36,79.53,886.71,161.37
0.1100,435.71,137.61,97.46,130.57,15.4,32.89,44.33,20.9,2.31,10.45,0,12.1,0,17.71,26.07,65.67,914.87,134.31
0.1200,447.7,142.23,101.31,132.55,15.4,34.54,49.72,20.9,3.52,10.45,0,10.45,0,12.43,19.47,53.02,944.35,109.34
0.1300,456.61,144.54,103.29,134.64,15.4,36.08,51.48,20.9,4.73,10.45,0,8.69,0,10.56,17.38,38.06,962.94,89.87
0.1400,465.63,149.16,105.27,136.62,17.6,36.08,56.76,22.77,7.04,10.45,0,8.69,0,7.04,10.78,19.03,989.89,63.03
0.1500,471.57,151.36,107.14,136.62,17.6,37.62,62.81,22.77,8.25,10.45,0,8.69,0,7.04,6.49,10.78,1007.49,51.7
