Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right
0.0100,49.28,124.52,111.54,79.75,42.13,61.16,109.34,20.13,34.1,110.99,134.53,87.45,53.35,39.82,59.95,14.52,597.85,534.71
0.0200,49.28,124.52,112.97,79.75,42.13,61.16,104.61,20.13,34.1,110.99,134.53,87.45,53.35,39.82,59.95,14.52,594.55,534.71
0.0300,49.28,124.52,112.97,79.75,42.13,61.16,107.8,20.13,34.1,110.99,135.85,87.45,51.7,39.82,59.95,14.52,597.74,534.38
0.0400,49.28,124.52,112.97,79.75,42.13,62.81,107.8,20.13,34.1,110.99,135.85,87.45,51.7,39.82,59.95,14.52,599.39,534.38
0.0500,49.28,124.52,112.97,79.75,42.13,62.81,107.8,20.13,34.1,110.99,135.85,87.45,51.7,39.82,59.95,14.52,599.39,534.38
0.0600,49.28,126.06,112.97,79.75,42.13,62.81,107.8,20.13,34.1,110.99,135.85,87.45,53.35,39.82,59.95,13.2,600.93,534.71
0.0700,50.49,126.06,114.51,81.18,42.13,61.16,107.8,20.13,34.1,110.99,135.85,87.45,51.7,38.5,59.95,13.2,603.46,531.74
0.0800,50.49,126.06,114.51,81.18,42.13,62.81,107.8,21.45,34.1,109.45,134.53,85.91,51.7,38.5,59.95,13.2,606.43,527.34
0.0900,51.7,127.6,114.51,81.18,40.81,62.81,106.15,20.13,34.1,109.45,133.1,85.91,51.7,38.5,58.52,13.2,604.89,524.48
0.1000,51.7,127.6,115.94,81.18,42.13,62.81,107.8,20.13,34.1,109.45,133.1,85.91,51.7,38.5,58.52,13.2,609.29,524.48
0.1100,52.91,129.14,115.94,82.61,42.13,62.81,106.15,20.13,32.78,107.91,133.1,85.91,50.05,38.5,58.52,13.2,611.82,519.97
0.1200,54.12,130.68,117.48,82.61,42.13,62.81,106.15,20.13,32.78,107.91,131.67,84.37,50.05,38.5,58.52,13.2,616.11,517
