Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right
0.0100,210.98,134.2,136.73,23.65,5.5,60.72,60.83,30.36,162.47,118.36,123.75,54.12,3.3,49.83,34.43,19.03,662.97,565.29
0.0200,216.48,135.85,138.38,23.65,4.18,60.72,56.43,30.36,165.33,118.36,122.21,55.77,3.3,47.41,35.86,19.03,666.05,567.27
0.0300,220,139.26,140.03,23.65,4.18,60.72,56.43,28.93,165.33,118.36,120.67,55.77,3.3,46.2,28.93,20.46,673.2,559.02
0.0400,223.63,142.56,141.68,23.65,2.75,59.29,55,27.5,166.76,121.66,122.21,55.77,0,43.89,24.75,19.03,676.06,554.07
0.0500,227.26,142.56,141.68,24.75,4.18,59.29,53.57,27.5,166.76,120.01,120.67,55.77,0,41.47,17.93,17.6,680.79,540.21
0.0600,229.02,145.97,144.98,24.75,4.18,59.29,52.14,27.5,169.73,121.66,120.67,58.74,0,39.05,12.32,14.63,687.83,536.8
0.0700,232.65,145.97,146.63,24.75,4.18,59.29,52.14,27.5,171.27,121.66,119.13,58.74,0,33.22,9.57,14.63,693.11,528.22
0.0800,238.04,150.92,149.93,24.75,4.18,56.43,50.6,27.5,171.27,120.01,119.13,58.74,0,32.01,5.5,11.66,702.35,518.32
0.0900,245.19,155.98,151.47,24.75,2.75,57.86,49.17,27.5,171.27,120.01,117.59,58.74,0,28.38,0,11.66,714.67,507.65
0.1000,248.71,157.63,153.12,25.96,2.75,56.43,47.74,26.18,172.92,118.36,116.05,54.12,0,22.44,0,10.23,718.52,494.12
0.1100,254.1,161.04,154.77,25.96,2.75,56.43,44.88,27.5,174.46,116.71,116.05,54.12,0,18.92,0,10.23,727.43,490.49
0.1200,255.97,162.69,158.07,25.96,2.75,55.11,44.88,26.18,176.11,113.41,116.05,52.58,0,18.92,0,8.8,731.61,485.87
0.1300,259.49,164.34,156.42,25.96,2.75,55.11,41.91,24.75,176.11,111.76,113.08,50.93,0,16.61,0,7.26,730.73,475.75
0.1400,261.36,166.1,159.72,25.96,2.75,56.43,41.91,26.18,176.11,111.76,114.51,46.2,0,15.4,0,7.26,740.41,471.24
0.1500,264.88,166.1,161.37,25.96,2.75,55.11,41.91,26.18,176.11,110.22,116.05,44.55,0,14.19,0,7.26,744.26,468.38
0.1600,266.64,171.27,161.37,27.17,2.75,56.43,40.48,24.75,174.46,107.14,111.43,46.2,0,14.19,0,7.26,750.86,460.68
0.1700,268.51,171.27,161.37,27.17,2.75,55.11,37.62,26.18,174.46,107.14,111.43,44.55,0,12.98,0,7.26,749.98,457.82
0.1800,272.03,173.03,163.02,27.17,0,56.43,37.62,24.75,172.92,107.14,114.51,43.01,0,12.98,0,7.26,754.05,457.82
0.1900,273.9,173.03,164.67,25.96,2.75,55.11,36.19,26.18,171.27,105.6,114.51,39.82,0,10.67,0,5.83,757.79,447.7
0.2000,273.9,176.55,166.32,27.17,2.75,53.79,36.19,26.18,168.19,102.52,116.05,43.01,0,12.98,0,7.26,762.85,450.01
