Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right
0.0100,176.22,149.82,88.55,50.16,10.78,62.15,63.36,36.08,194.81,191.18,89.87,67.98,19.03,96.25,54.45,64.35,637.12,777.92
0.0200,174.13,149.82,88.55,50.16,10.78,62.15,65.67,36.08,192.39,191.18,89.87,70.4,19.03,98.67,54.45,64.35,637.34,780.34
0.0300,172.15,147.62,86.24,50.16,10.78,62.15,68.09,38.28,190.08,189.09,89.87,70.4,19.03,98.67,56.54,67.32,635.47,781
0.0400,170.06,145.42,86.24,50.16,12.98,62.15,70.4,38.28,187.77,187,87.67,70.4,19.03,101.09,58.85,70.18,635.69,781.99
0.0500,168.08,143.22,86.24,50.16,12.98,64.46,72.82,38.28,185.46,187,87.67,72.93,19.03,103.4,61.27,76.01,636.24,792.77
0.0600,166.1,141.02,84.04,50.16,12.98,64.46,77.55,38.28,185.46,184.91,87.67,72.93,21.12,103.4,61.27,78.98,634.59,795.74
0.0700,162.03,138.82,81.84,50.16,15.18,64.46,79.86,38.28,183.04,184.91,87.67,75.46,21.12,105.82,63.69,81.84,630.63,803.55
0.0800,158.07,134.42,81.84,50.16,15.18,66.77,84.59,40.59,180.73,182.82,87.67,75.46,21.12,108.24,66.11,90.53,631.62,812.68
0.0900,154.11,130.02,79.53,50.16,17.27,66.77,91.74,42.79,178.42,182.82,87.67,77.99,21.12,110.66,70.84,96.36,632.39,825.88
0.1000,148.17,123.42,77.33,50.16,17.27,69.19,96.47,45.1,176.11,178.64,87.67,80.41,23.21,115.5,75.68,102.19,627.11,839.41
0.1100,142.23,116.82,75.13,50.16,19.47,69.19,101.2,49.61,171.38,174.46,85.47,82.94,23.21,118.03,80.41,108.02,623.81,843.92
0.1200,136.18,110.22,70.62,50.16,19.47,71.5,103.51,51.81,166.76,170.28,83.38,82.94,25.41,120.56,85.25,113.52,613.47,848.1
