Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right
0.0100,4.07,3.74,0,73.48,129.8,164.12,253.22,138.27,0,0,0,0,0,0,0,0,766.7,0
0.0200,4.07,3.74,0,62.81,127.6,166.54,257.84,145.09,0,0,0,0,0,0,0,0,767.69,0
0.0300,4.07,0,0,54.34,125.4,168.96,257.84,147.4,0,0,0,0,0,0,0,0,758.01,0
0.0400,0,0,0,45.98,118.91,168.96,255.53,149.71,0,0,0,0,0,0,0,0,739.09,0
0.0500,0,0,0,39.71,112.31,168.96,250.91,149.71,0,0,0,0,0,0,0,0,721.6,0
0.0600,0,0,0,31.35,99.44,168.96,243.98,149.71,6.82,0,0,0,0,0,0,0,693.44,6.82
0.0700,0,0,0,27.17,86.57,166.54,232.54,152.02,43.45,0,0,0,0,0,0,0,664.84,43.45
0.0800,0,0,0,20.9,69.3,161.7,216.37,152.02,183.04,0,0,0,0,0,0,0,620.29,183.04
0.0900,0,0,0,20.9,52.03,152.13,195.47,158.84,266.75,31.35,0,0,0,0,0,0,579.37,298.1
0.1000,0,0,0,18.81,43.34,125.73,153.89,172.7,271.37,64.9,5.61,0,4.18,0,0,0,514.47,346.06
0.1100,0,0,0,16.72,36.85,83.27,84.59,196.46,299.86,101.09,11.33,0,0,0,0,0,417.89,412.28
0.1200,0,0,0,14.63,30.36,52.91,42.79,213.07,314.38,120.34,30.36,4.95,0,0,0,0,353.76,470.03
0.1300,0,0,0,10.45,25.96,25.41,29.26,156.53,299.86,139.92,59.4,12.54,0,0,0,0,247.61,511.72
0.1400,0,0,0,8.36,21.67,16.94,22.55,84.7,278.3,159.39,78.98,27.72,0,0,0,0,154.22,544.39
0.1500,0,0,0,6.27,17.27,10.56,15.73,47.3,271.37,172.37,85.47,42.79,4.18,0,0,0,97.13,576.18
0.1600,0,0,0,6.27,12.98,6.27,11.22,36.08,266.75,176.55,85.47,50.38,8.47,0,0,0,72.82,587.62
0.1700,0,0,0,4.18,6.49,4.18,6.71,20.24,266.75,180.73,85.47,52.91,14.74,0,3.96,0,41.8,604.56
0.1800,0,0,0,0,4.29,0,4.51,9.02,264.44,187,83.38,55.44,19.03,0,3.96,0,17.82,613.25
0.1900,0,0,0,0,0,0,0,4.51,262.13,191.18,81.18,57.97,21.12,4.95,6.05,0,4.51,624.58
0.2000,0,0,0,0,0,0,0,0,257.51,191.18,76.78,57.97,23.21,4.95,6.05,0,0,617.65
