Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right
0.0100,145.42,153.45,53.35,93.94,5.39,73.81,34.32,22.88,328.24,131.56,98.56,24.86,0,17.16,19.47,6.6,582.56,626.45
0.0200,123.31,133.65,46.97,96.8,5.39,75.35,20.02,24.2,342.87,137.83,101.31,26.29,0,18.59,23.32,6.6,525.69,656.81
0.0300,96.47,110.88,38.06,98.23,5.39,77,21.45,24.2,357.39,144.21,105.49,26.29,0,19.91,24.64,7.92,471.68,685.85
0.0400,64.79,86.68,29.15,98.23,5.39,80.08,24.31,24.2,373.78,150.59,108.24,27.83,0,21.23,27.28,9.24,412.83,718.19
0.0500,39.6,64.02,21.56,96.8,5.39,81.73,25.74,24.2,388.41,156.86,110.99,29.26,0,22.55,28.49,9.24,359.04,745.8
0.0600,27.61,43.56,17.71,92.51,5.39,83.27,24.31,22.88,401.28,163.24,115.17,30.69,0,23.87,31.13,10.56,317.24,775.94
0.0700,22.77,32.23,15.18,84.04,4.07,86.35,22.88,21.45,414.15,169.62,119.35,32.23,0,26.51,35.09,11.88,288.97,808.83
0.0800,19.14,27.39,12.65,71.28,2.64,88,21.45,20.13,423.28,174.79,123.42,33.66,3.3,29.15,37.62,13.2,262.68,838.42
0.0900,16.83,24.2,10.12,55.77,0,88,18.59,18.81,434.28,180.07,126.17,35.09,3.3,30.47,40.26,13.2,232.32,862.84
0.1000,15.62,20.9,8.8,39.82,0,84.81,14.3,17.49,443.52,183.59,128.92,35.09,3.3,31.79,42.79,14.52,201.74,883.52
0.1100,14.41,19.36,8.8,27.83,0,78.54,11.44,16.06,452.65,187.11,130.35,35.09,3.3,33.11,45.43,14.52,176.44,901.56
0.1200,13.2,17.71,7.59,17.16,0,65.89,10.01,14.74,459.91,190.63,133.1,36.63,3.3,33.11,46.75,14.52,146.3,917.95
0.1300,13.2,17.71,7.59,13.2,0,48.18,8.58,13.42,465.41,192.39,134.53,36.63,4.95,34.43,49.39,14.52,121.88,932.25
0.1400,11.99,16.06,7.59,10.56,0,29.92,5.72,13.42,469.15,194.15,135.85,36.63,4.95,35.75,50.6,15.84,95.26,942.92
0.1500,11.99,16.06,7.59,9.24,0,18.26,2.86,13.42,469.15,195.91,137.28,38.06,4.95,37.18,51.92,15.84,79.42,950.29
0.1600,11.99,14.52,6.27,7.92,0,9.9,0,8.03,470.91,197.67,137.28,38.06,4.95,37.18,53.24,15.84,58.63,955.13
0.1700,11.99,14.52,6.27,5.28,0,4.95,0,2.64,469.15,199.43,138.6,39.49,4.95,38.5,54.56,15.84,45.65,960.52
0.1800,11.99,14.52,6.27,5.28,0,4.95,0,0,465.41,199.43,140.03,39.49,6.6,39.82,57.2,15.84,43.01,963.82
0.1900,10.78,14.52,6.27,5.28,0,3.3,0,0,461.78,199.43,140.03,41.03,6.6,42.46,59.95,17.16,40.15,968.44
0.2000,10.78,14.52,6.27,5.28,0,3.3,0,0,456.28,199.43,141.35,42.46,6.6,43.78,62.81,17.16,40.15,969.87
0.2100,10.78,12.87,6.27,3.96,0,3.3,0,0,449.02,199.43,141.35,42.46,6.6,45.1,67.1,18.59,37.18,969.65
0.2200,10.78,12.87,6.27,3.96,0,3.3,0,0,443.52,197.67,141.35,42.46,8.25,46.42,68.42,18.59,37.18,966.68
0.2300,10.78,12.87,6.27,3.96,0,0,0,0,439.78,195.91,141.35,43.89,8.25,47.74,69.85,18.59,33.88,965.36
0.2400,10.78,12.87,6.27,3.96,0,0,0,0,434.28,195.91,141.35,43.89,8.25,47.74,71.28,18.59,33.88,961.29
0.2500,9.57,12.87,6.27,3.96,0,0,0,0,428.78,194.15,141.35,43.89,8.25,49.06,74.14,18.59,32.67,958.21
0.2600,9.57,12.87,6.27,3.96,0,0,0,0,421.41,192.39,142.78,45.43,10.01,50.38,77,19.91,32.67,959.31
0.2700,9.57,12.87,6.27,5.28,0,0,0,0,415.91,190.63,142.78,45.43,10.01,51.7,81.18,19.91,33.99,957.55
0.2800,9.57,11.22,6.27,5.28,0,0,0,0,406.78,188.87,144.1,46.86,10.01,53.02,85.47,21.23,32.34,956.34
0.2900,9.57,11.22,6.27,5.28,0,0,0,0,399.41,187.11,145.53,46.86,11.66,54.34,91.08,21.23,32.34,957.22
0.3000,9.57,11.22,6.27,5.28,0,0,0,0,392.04,185.35,146.85,48.29,11.66,57.2,98.23,22.55,32.34,962.17
0.3100,9.57,11.22,6.27,5.28,0,0,0,0,382.91,183.59,149.6,49.83,13.31,60.17,106.7,23.87,32.34,969.98
0.3200,8.36,11.22,6.27,5.28,0,0,0,0,373.78,181.83,151.03,51.26,14.96,64.57,116.93,23.87,31.13,978.23
0.3300,8.36,11.22,6.27,6.6,0,0,0,0,362.89,180.07,152.46,52.69,14.96,68.97,129.03,25.19,32.45,986.26
0.3400,8.36,11.22,6.27,6.6,0,0,0,0,351.89,178.31,153.78,55.66,16.61,73.37,144.1,26.51,32.45,1000.23
0.3500,8.36,11.22,6.27,6.6,0,0,0,0,339.13,174.79,156.53,57.09,18.37,76.23,157.74,27.83,32.45,1007.71
0.3600,8.36,11.22,5.06,5.28,0,0,0,0,328.24,171.27,156.53,58.63,20.02,80.63,171.71,29.15,29.92,1016.18
0.3700,7.15,11.22,5.06,6.6,0,0,0,0,315.92,167.97,157.96,60.06,20.02,85.14,187.88,30.47,30.03,1025.42
0.3800,7.15,11.22,5.06,5.28,0,0,0,0,303.6,164.78,157.96,61.6,21.67,89.54,204.05,31.79,28.71,1034.99
0.3900,7.15,9.68,5.06,6.6,0,0,0,0,291.28,160.05,156.53,64.68,21.67,93.94,221.76,33.11,28.49,1043.02
0.4000,7.15,9.68,5.06,6.6,0,0,0,0,275.55,155.32,155.21,66.11,23.32,98.34,239.58,35.75,28.49,1049.18
0.4100,7.15,11.22,5.06,6.6,0,0,0,0,260.04,148.94,152.46,67.65,23.32,102.74,257.4,37.18,30.03,1049.73
0.4200,7.15,9.68,5.06,6.6,0,0,0,0,244.64,142.67,149.6,69.19,24.97,107.14,276.87,39.82,28.49,1054.9
0.4300,7.15,9.68,5.06,6.6,0,0,0,0,224.07,134.75,144.1,70.73,24.97,111.54,299.09,42.46,28.49,1051.71
0.4400,7.15,9.68,5.06,6.6,0,0,0,0,201.19,123.64,137.28,73.7,26.62,117.7,319.77,45.1,28.49,1045
0.4500,5.94,9.68,5.06,6.6,0,0,0,0,176.55,112.53,126.17,75.24,26.62,124.08,340.12,49.06,27.28,1030.37
0.4600,5.94,9.68,5.06,6.6,0,0,0,0,149.38,98.67,113.85,75.24,26.62,130.46,360.36,51.7,27.28,1006.28
0.4700,5.94,9.68,5.06,5.28,0,0,0,0,117.59,83.27,97.24,75.24,26.62,135.3,378.95,54.34,25.96,968.55
0.4800,5.94,9.68,5.06,6.6,0,0,0,0,71.39,60.17,77.88,75.24,28.38,141.68,394.24,57.2,27.28,906.18
0.4900,5.94,9.68,5.06,5.28,0,0,0,0,44.66,44.33,59.84,73.7,28.38,146.52,409.75,60.06,25.96,867.24
0.5000,5.94,9.68,5.06,5.28,0,0,0,0,34.1,31.46,44,70.73,26.62,151.25,428.78,62.92,25.96,849.86
0.5100,5.94,9.68,3.74,5.28,0,0,0,0,27.61,20.02,29.26,64.68,24.97,156.09,444.29,62.92,24.64,829.84
0.5200,7.15,9.68,3.74,5.28,0,0,0,0,23.65,14.3,20.46,57.09,21.67,157.74,460.35,64.35,25.85,819.61
0.5300,9.57,11.22,3.74,3.96,0,0,0,0,21.01,11.44,16.06,48.29,18.37,159.28,474.65,65.78,28.49,814.88
0.5400,19.14,12.87,5.06,3.96,0,0,0,0,18.37,8.58,13.2,39.49,14.96,159.28,489.06,67.21,41.03,810.15
0.5500,60.61,17.71,8.8,3.96,0,0,0,0,17.05,7.15,10.23,30.69,11.66,157.74,501.49,68.64,91.08,804.65
0.5600,270.71,53.24,13.97,5.28,0,0,0,0,15.73,5.72,8.8,21.89,6.6,152.9,511.94,70.07,343.2,793.65
0.5700,288.53,85.14,25.41,3.96,0,3.3,0,0,14.41,5.72,8.8,13.09,3.3,146.52,518.87,71.5,406.34,782.21
0.5800,280.28,127.6,41.91,3.96,0,3.3,0,0,13.09,4.29,7.26,5.83,0,135.3,522.28,72.93,457.05,760.98
0.5900,280.28,158.07,55.88,2.64,0,3.3,0,0,11.77,2.86,5.83,2.86,0,120.89,522.28,72.93,500.17,739.42
0.6000,275.44,171.82,62.92,3.96,0,4.95,0,0,11.77,2.86,4.4,0,0,102.74,515.35,74.36,519.09,711.48
0.6100,267.52,184.36,67.21,5.28,0,4.95,0,0,10.45,2.86,4.4,0,0,85.14,503.25,74.36,529.32,680.46
0.6200,256.3,200.09,70.07,9.24,0,6.6,0,0,9.13,0,2.86,0,3.3,66,478.28,75.79,542.3,635.36
0.6300,251.57,218.9,74.36,17.16,2.64,8.25,0,0,7.81,0,2.86,0,4.95,51.7,439.12,74.36,572.88,580.8
0.6400,253.11,239.47,78.65,29.15,2.64,9.9,2.86,0,7.81,0,0,0,6.6,43.78,385.66,72.93,615.78,516.78
0.6500,254.76,253.22,81.51,37.18,2.64,13.2,2.86,2.64,6.49,0,0,2.86,6.6,39.82,318.01,68.64,648.01,442.42
0.6600,259.49,265.32,84.37,43.78,2.64,14.96,4.29,3.96,5.17,0,0,2.86,6.6,38.5,236.28,62.92,678.81,352.33
0.6700,264.33,273.9,87.23,47.74,2.64,18.26,2.86,5.28,3.85,0,0,2.86,8.25,37.18,162.25,57.2,702.24,271.59
0.6800,269.06,282.37,90.09,50.38,4.07,19.91,2.86,5.28,2.53,0,0,0,8.25,35.75,109.56,49.06,724.02,205.15
0.6900,275.44,290.73,92.95,53.02,4.07,23.21,4.29,6.71,0,0,0,0,8.25,34.43,86.9,38.5,750.42,168.08
0.7000,281.93,299.09,97.24,57.09,4.07,24.86,5.72,6.71,0,0,0,0,6.6,30.47,74.14,30.47,776.71,141.68
0.7100,288.53,305.8,100.1,59.95,4.07,26.51,5.72,8.03,0,0,0,0,4.95,25.19,62.81,27.83,798.71,120.78
0.7199,295.02,310.86,104.39,62.81,2.64,29.92,5.72,8.03,0,0,0,0,3.3,19.91,49.39,23.87,819.39,96.47
0.7299,296.67,314.16,105.82,65.67,2.64,33.22,7.15,9.35,0,0,0,0,0,14.52,35.09,18.59,834.68,68.2
0.7399,298.32,317.57,108.68,68.42,2.64,39.82,5.72,10.67,2.53,0,0,0,0,9.24,23.32,11.88,851.84,46.97
0.7499,298.32,319.22,111.54,72.71,2.64,48.18,8.58,12.1,3.85,0,2.86,0,0,3.96,14.19,3.96,873.29,28.82
0.7599,298.32,320.87,114.51,77,2.64,56.54,7.15,13.42,6.49,0,4.4,0,0,2.64,10.34,0,890.45,23.87
0.7699,296.67,320.87,117.48,79.75,2.64,62.81,10.01,13.42,5.17,0,2.86,0,0,0,9.02,0,903.65,17.05
0.7799,291.72,319.22,118.91,84.04,2.64,69.08,10.01,14.74,5.17,0,2.86,0,0,0,9.02,0,910.36,17.05
0.7899,286.88,315.92,120.45,86.9,2.64,73.81,30.03,16.06,5.17,0,4.4,0,0,0,7.7,0,932.69,17.27
0.7999,281.93,310.86,123.42,91.08,4.07,78.54,32.89,17.49,5.17,0,2.86,0,0,0,6.49,0,940.28,14.52
0.8099,275.44,304.15,124.85,93.94,4.07,83.27,27.17,17.49,5.17,0,2.86,0,0,0,5.17,0,930.38,13.2
0.8199,269.06,299.09,124.85,96.8,5.39,88,30.03,18.81,5.17,0,2.86,0,0,0,5.17,0,932.03,13.2
0.8299,261.14,290.73,126.39,99.66,6.71,92.73,34.32,20.13,5.17,0,2.86,0,0,0,3.85,0,931.81,11.88
0.8399,249.92,284.02,126.39,105.27,9.46,100.54,41.47,22.88,5.17,0,2.86,0,0,0,2.53,0,939.95,10.56
0.8499,238.81,273.9,126.39,109.56,9.46,106.92,48.62,24.2,5.17,0,2.86,0,0,0,2.53,0,937.86,10.56
0.8599,227.7,263.56,124.85,116.82,10.89,115.06,52.91,25.52,5.17,0,2.86,0,0,0,2.53,0,937.31,10.56
0.8699,215.27,253.22,123.42,122.65,10.89,123.64,57.2,28.27,5.17,0,2.86,0,0,0,0,0,934.56,8.03
0.8799,202.95,241.12,120.45,128.59,12.21,133.98,63.47,29.59,5.17,0,2.86,0,0,0,0,0,932.36,8.03
0.8899,190.63,229.13,117.48,134.42,12.21,142.56,68.2,32.23,3.85,0,2.86,0,0,0,0,0,926.86,6.71
0.8999,179.85,218.9,115.94,140.25,13.53,149.49,74.58,34.98,5.17,0,2.86,0,0,0,0,0,927.52,8.03
0.9099,169.07,209.44,112.97,146.19,13.53,156.42,82.5,37.62,5.17,0,2.86,0,0,0,0,0,927.74,8.03
0.9199,160.16,201.63,108.68,152.02,14.96,165,87.23,41.69,3.85,0,2.86,0,0,0,0,0,931.37,6.71
0.9299,148.39,190.63,104.39,157.85,14.96,172.15,93.5,45.76,3.85,0,2.86,0,0,0,0,0,927.63,6.71
0.9399,136.62,181.17,100.1,165.22,16.28,181.28,98.23,48.4,3.85,0,2.86,0,0,0,0,0,927.3,6.71
0.9499,124.85,170.28,94.38,173.25,16.28,188.54,101.42,52.47,3.85,0,2.86,0,0,0,0,0,921.47,6.71
0.9599,113.08,158.07,88.66,179.74,16.28,197.56,106.15,56.54,3.85,0,2.86,0,0,0,0,0,916.08,6.71
0.9699,100.54,147.4,81.51,186.23,16.28,204.82,110.99,60.94,5.17,0,2.86,0,0,0,0,0,908.71,8.03
0.9799,86.79,133.65,72.93,194.37,17.6,213.95,115.94,65.45,3.85,0,2.86,0,0,0,0,0,900.68,6.71
0.9899,73.04,121.55,64.35,200.97,17.6,221.21,120.89,68.42,3.85,0,2.86,0,0,0,0,0,888.03,6.71
0.9999,55.33,107.8,54.56,207.46,16.28,230.34,125.84,72.82,3.85,0,2.86,0,0,0,0,0,870.43,6.71
1.0099,43.23,92.73,45.65,212.3,17.6,237.71,132.44,75.79,3.85,0,2.86,0,0,0,0,0,857.45,6.71
1.0199,34.87,77.66,36.85,217.25,17.6,246.84,140.69,80.3,3.85,0,2.86,0,0,0,0,0,852.06,6.71
1.0299,30.03,64.02,29.15,220.55,16.28,256.08,145.64,84.7,3.85,0,2.86,0,0,0,0,0,846.45,6.71
1.0399,26.4,50.05,22.77,222.09,16.28,265.21,152.24,89.21,3.85,0,2.86,0,0,0,0,0,844.25,6.71
1.0499,22.77,37.07,19.03,222.09,16.28,272.58,157.19,93.72,3.85,0,2.86,0,0,0,0,0,840.73,6.71
1.0599,20.35,29.04,16.5,218.9,14.96,281.71,160.49,99.66,3.85,0,2.86,0,0,0,0,0,841.61,6.71
1.0699,19.14,24.2,13.97,212.3,13.53,288.97,163.79,104.06,5.17,0,2.86,0,0,0,0,0,839.96,8.03
1.0799,18.04,22.55,11.44,204.16,10.89,296.23,165.44,108.57,3.85,0,0,0,0,0,0,0,837.32,3.85
1.0899,16.83,19.36,10.12,192.83,9.46,303.49,165.44,114.51,3.85,0,0,0,0,0,0,0,832.04,3.85
1.0999,15.62,17.71,8.8,176.44,6.71,310.75,163.79,119.13,3.85,0,0,0,0,0,0,0,818.95,3.85
1.1099,14.41,16.06,7.59,154.99,4.07,319.88,160.49,125.18,5.17,0,0,0,0,0,0,0,802.67,5.17
1.1199,13.2,14.52,7.59,132.99,2.64,327.14,162.14,131.34,5.17,0,0,0,0,0,0,0,791.56,5.17
1.1299,13.2,12.87,6.27,109.56,0,334.4,162.14,137.39,5.17,0,0,0,0,0,0,0,775.83,5.17
1.1399,11.99,12.87,5.06,88.33,0,341.77,162.14,145.09,3.85,0,0,0,0,0,0,0,767.25,3.85
1.1499,11.99,12.87,5.06,69.85,0,351.12,163.79,152.68,3.85,0,0,0,0,0,0,0,767.36,3.85
1.1599,10.78,11.22,5.06,54.34,0,356.73,162.14,158.84,3.85,0,0,0,0,0,0,0,759.11,3.85
1.1699,10.78,11.22,5.06,42.46,0,360.47,162.14,166.43,5.17,0,0,0,0,0,0,0,758.56,5.17
1.1799,9.57,9.68,3.74,30.47,0,362.34,160.49,171.05,9.13,0,0,0,0,0,0,0,747.34,9.13
1.1899,8.36,9.68,3.74,21.23,0,360.47,163.79,176,21.01,5.72,0,0,0,0,0,0,743.27,26.73
1.1999,8.36,8.03,2.53,17.16,0,352.99,163.79,181.06,127.6,17.16,7.26,0,0,0,0,0,733.92,152.02
1.2099,7.15,8.03,2.53,14.52,0,339.9,167.09,182.71,314.16,37.18,10.23,0,0,3.96,0,0,721.93,365.53
1.2199,5.94,6.38,0,13.2,0,319.88,165.44,186.12,328.24,84.81,17.6,2.86,0,6.6,0,0,696.96,440.11
