Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right
0.0100,322.19,167.53,203.5,35.53,65.01,38.06,165.22,42.79,0,0,0,0,0,4.95,6.05,16.72,1039.83,27.72
0.0200,329.89,167.53,205.92,35.53,62.92,38.06,162.91,40.59,0,0,0,0,0,0,0,5.5,1043.35,5.5
0.0300,335.83,169.51,205.92,33.44,62.92,35.97,160.71,38.28,0,0,0,0,0,0,0,0,1042.58,0
0.0400,339.68,169.51,205.92,33.44,62.92,35.97,158.4,38.28,0,0,0,0,0,0,0,0,1044.12,0
0.0500,343.64,169.51,208.23,33.44,60.72,35.97,156.09,36.08,0,0,0,0,0,0,0,0,1043.68,0
0.0600,347.6,169.51,205.92,31.35,60.72,33.88,153.89,33.77,0,0,0,0,0,0,0,0,1036.64,0
0.0700,349.58,169.51,208.23,31.35,60.72,33.88,151.58,33.77,0,0,0,0,0,0,0,0,1038.62,0
0.0800,353.54,169.51,208.23,31.35,60.72,33.88,149.38,31.57,0,0,0,0,0,0,0,0,1038.18,0
0.0900,355.41,169.51,208.23,31.35,58.63,33.88,149.38,29.26,0,0,0,0,0,0,0,0,1035.65,0
0.1000,357.39,169.51,208.23,31.35,58.63,31.79,147.07,29.26,0,0,0,0,0,0,0,0,1033.23,0
0.1100,359.37,167.53,208.23,31.35,58.63,31.79,147.07,27.06,0,0,0,0,0,0,0,0,1031.03,0
0.1200,361.35,167.53,208.23,31.35,58.63,31.79,144.76,27.06,0,0,0,0,0,0,0,0,1030.7,0
0.1300,361.35,167.53,210.65,31.35,60.72,31.79,144.76,24.75,0,0,0,0,0,0,0,0,1032.9,0
0.1400,363.33,165.22,210.65,29.26,58.63,29.59,142.56,24.75,0,0,0,0,0,0,0,0,1023.99,0
0.1500,365.31,165.22,210.65,29.26,60.72,29.59,140.25,24.75,0,0,0,0,0,0,0,0,1025.75,0
0.1600,367.29,163.02,210.65,29.26,60.72,29.59,140.25,22.55,0,0,0,0,0,0,0,0,1023.33,0
0.1700,367.29,163.02,212.96,29.26,60.72,29.59,140.25,22.55,0,0,0,0,0,0,0,0,1025.64,0
0.1800,367.29,163.02,212.96,29.26,62.92,29.59,142.56,22.55,0,0,0,0,0,0,0,0,1030.15,0
0.1900,365.31,160.82,215.38,29.26,62.92,29.59,144.76,22.55,0,0,0,0,0,0,0,0,1030.59,0
0.2000,363.33,160.82,215.38,31.35,65.01,29.59,147.07,22.55,0,0,0,0,0,0,0,0,1035.1,0
0.2100,361.35,160.82,217.69,31.35,67.21,29.59,151.58,22.55,0,0,0,0,0,0,0,0,1042.14,0
0.2200,357.39,160.82,217.69,33.44,67.21,31.79,153.89,22.55,0,0,0,0,0,0,0,0,1044.78,0
0.2300,355.41,160.82,220.11,35.53,69.3,31.79,158.4,24.75,0,0,0,0,0,0,0,0,1056.11,0
0.2400,351.56,158.62,220.11,35.53,71.5,33.88,165.22,24.75,0,0,0,0,0,0,0,0,1061.17,0
0.2500,345.62,158.62,222.42,37.62,73.59,35.97,169.84,27.06,0,0,0,0,0,0,0,0,1070.74,0
0.2600,341.66,158.62,220.11,39.71,73.59,35.97,176.77,27.06,0,0,0,0,0,0,0,0,1073.49,0
0.2700,335.83,156.42,220.11,41.8,75.79,38.06,181.5,29.26,0,0,0,0,0,0,0,0,1078.77,0
