Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right
0.0100,10.23,64.9,31.68,60.83,29.26,20.9,37.62,5.5,76.67,220,67.98,3.08,6.6,0,0,0,260.92,374.33
0.0200,10.23,64.9,30.36,63.69,29.26,23.54,36.19,5.5,74.03,218.35,66.44,3.08,6.6,0,0,0,263.67,368.5
0.0300,10.23,66.55,30.36,66.55,27.83,23.54,36.19,6.82,72.6,216.59,69.52,3.08,6.6,0,0,0,268.07,368.39
0.0400,10.23,66.55,28.93,69.41,27.83,23.54,33.22,6.82,72.6,214.94,66.44,3.08,4.95,0,0,0,266.53,362.01
0.0500,10.23,66.55,27.61,72.27,26.4,24.86,33.22,8.25,72.6,216.59,66.44,0,4.95,0,0,0,269.39,360.58
0.0600,10.23,68.2,27.61,73.7,26.4,26.18,34.76,8.25,74.03,214.94,66.44,3.08,4.95,0,0,0,275.33,363.44
0.0700,10.23,68.2,27.61,73.7,26.4,24.86,33.22,8.25,72.6,216.59,66.44,0,6.6,0,0,0,272.47,362.23
0.0800,10.23,69.74,28.93,72.27,26.4,23.54,31.79,8.25,74.03,216.59,66.44,3.08,3.3,0,0,0,271.15,363.44
0.0900,11.99,71.39,28.93,73.7,27.83,24.86,31.79,8.25,72.6,214.94,64.9,3.08,4.95,0,0,0,278.74,360.47
0.1000,11.99,71.39,28.93,75.13,27.83,26.18,33.22,5.5,72.6,214.94,66.44,0,4.95,0,0,0,280.17,358.93
0.1100,10.23,73.04,28.93,75.13,26.4,26.18,34.76,8.25,72.6,213.29,64.9,0,4.95,0,0,0,282.92,355.74
0.1200,10.23,71.39,28.93,76.56,26.4,28.82,34.76,8.25,71.28,211.53,66.44,0,3.3,0,0,0,285.34,352.55
0.1300,11.99,74.69,27.61,79.42,26.4,28.82,36.19,8.25,68.64,208.23,64.9,0,4.95,0,0,0,293.37,346.72
0.1400,11.99,74.69,27.61,80.85,26.4,28.82,36.19,8.25,67.32,204.82,63.36,3.08,4.95,0,0,0,294.8,343.53
0.1500,10.23,76.34,28.93,80.85,26.4,30.14,34.76,8.25,64.57,201.41,61.82,3.08,4.95,0,0,0,295.9,335.83
0.1600,11.99,77.99,28.93,82.28,26.4,28.82,33.22,6.82,61.93,196.35,61.82,0,4.95,0,0,0,296.45,325.05
0.1700,11.99,79.64,28.93,83.71,25.08,30.14,33.22,8.25,60.61,193.05,58.74,3.08,4.95,0,0,0,300.96,320.43
0.1800,11.99,84.48,30.36,83.71,25.08,28.82,31.79,8.25,57.97,189.64,60.28,3.08,3.3,0,0,0,304.48,314.27
0.1900,11.99,87.78,31.68,82.28,22.22,27.5,28.93,8.25,55.44,184.58,58.74,0,4.95,0,0,0,300.63,303.71
0.2000,11.99,92.73,33.11,83.71,20.9,26.18,26.07,8.25,53.02,182.93,60.28,0,3.3,0,0,0,302.94,299.53
0.2100,11.99,96.03,35.86,82.28,19.47,24.86,26.07,8.25,50.49,177.87,58.74,0,0,0,0,0,304.81,287.1
0.2200,13.75,100.87,37.29,83.71,18.04,22.22,23.1,8.25,48.07,174.46,58.74,0,4.95,0,0,0,307.23,286.22
0.2300,11.99,104.17,38.61,80.85,18.04,20.9,21.67,6.82,46.86,169.4,57.2,0,4.95,0,0,0,303.05,278.41
0.2400,13.75,109.12,42.79,80.85,16.72,19.58,18.81,5.5,44.33,166.1,60.28,0,4.95,0,0,0,307.12,275.66
0.2500,13.75,114.07,45.54,79.42,16.72,18.26,17.38,5.5,43.12,161.15,58.74,0,0,0,0,0,310.64,263.01
0.2600,13.75,120.78,48.29,79.42,13.86,17.05,14.41,5.5,40.7,156.2,55.77,0,4.95,0,0,0,313.06,257.62
0.2700,13.75,130.79,53.79,76.56,12.54,13.09,8.69,5.5,36.96,149.6,55.77,0,4.95,0,0,0,314.71,247.28
0.2800,17.16,139.26,57.97,73.7,11.11,9.13,7.15,4.07,33.22,143,54.34,0,0,0,0,0,319.55,230.56
0.2900,17.16,152.68,64.02,65.12,6.93,6.49,4.29,2.75,30.8,133.21,52.91,0,0,0,0,0,319.44,216.92
0.3000,18.92,164.34,73.37,59.4,6.93,5.17,4.29,2.75,25.85,124.96,48.62,0,3.3,0,0,0,335.17,202.73
0.3100,22.33,180.07,79.53,54.34,5.5,2.53,2.86,0,22.11,115.06,47.19,0,0,0,0,0,347.16,184.36
0.3200,24.09,197.67,87.34,48.4,5.5,3.85,0,0,19.69,105.6,40.04,0,3.3,0,0,0,366.85,168.63
0.3300,29.26,215.27,91.96,44.88,5.5,0,0,0,17.16,94.82,35.75,0,4.95,0,0,0,386.87,152.68
0.3400,36.08,227.37,98.23,40.15,5.5,2.53,0,0,14.74,82.5,31.46,0,0,0,0,0,409.86,128.7
0.3500,44.77,241.23,99.77,38.94,5.5,2.53,0,0,13.53,68.64,24.31,3.08,4.95,0,0,0,432.74,114.51
0.3600,49.94,248.16,102.85,37.84,6.93,0,0,0,12.32,52.8,18.59,6.27,4.95,0,0,0,445.72,94.93
0.3700,53.35,255.09,102.85,40.15,4.18,0,0,0,12.32,37.95,11.44,11.11,3.3,0,0,0,455.62,76.12
0.3800,56.76,260.26,104.5,41.36,5.5,2.53,0,0,9.79,28.05,10.01,20.68,9.9,0,0,0,470.91,78.43
0.3900,56.76,261.91,104.5,43.67,5.5,0,0,0,8.58,23.1,8.58,23.87,16.5,0,0,0,472.34,80.63
0.4000,56.76,261.91,104.5,47.3,6.93,2.53,0,0,7.37,21.45,7.15,33.44,21.45,0,0,0,479.93,90.86
0.4100,56.76,258.5,106.04,50.82,5.5,0,0,0,6.16,18.15,7.15,36.63,26.4,5.83,2.75,2.86,477.62,105.93
0.4200,55.11,256.74,109.12,54.34,5.5,2.53,2.86,0,4.84,16.5,5.72,27.06,24.75,17.71,5.5,2.86,486.2,104.94
0.4300,53.35,253.33,112.2,56.76,5.5,2.53,0,0,4.84,13.2,5.72,20.68,18.15,27.28,9.57,4.4,483.67,103.84
0.4400,53.35,248.16,115.39,57.97,5.5,0,2.86,0,6.16,14.85,5.72,9.46,14.85,32.01,13.75,4.4,483.23,101.2
0.4500,51.59,241.23,118.69,60.83,5.5,0,0,0,4.84,14.85,5.72,3.08,4.95,30.8,19.25,5.83,477.84,89.32
0.4600,48.18,232.54,125.29,60.83,4.18,2.53,2.86,0,4.84,13.2,2.86,0,6.6,28.38,19.25,4.4,476.41,79.53
