Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right
0.0100,110.99,33.33,55.33,33.77,10.23,43.56,73.81,39.6,130.9,65.34,69.41,51.37,9.57,47.3,46.53,53.13,400.62,473.55
0.0200,110.99,33.33,55.33,33.77,10.23,43.56,73.81,39.6,132.77,65.34,69.41,51.37,7.7,47.3,46.53,53.13,400.62,473.55
0.0300,113.19,33.33,55.33,33.77,10.23,43.56,73.81,39.6,132.77,65.34,69.41,51.37,7.7,47.3,46.53,53.13,402.82,473.55
0.0400,113.19,33.33,55.33,33.77,10.23,42.02,73.81,37.84,134.53,66.88,69.41,50.16,9.57,47.3,44.88,53.13,399.52,475.86
0.0500,113.19,33.33,55.33,33.77,10.23,43.56,73.81,37.84,134.53,66.88,70.95,50.16,7.7,47.3,44.88,53.13,401.06,475.53
0.0600,113.19,33.33,55.33,33.77,10.23,42.02,71.72,37.84,136.4,66.88,70.95,50.16,9.57,45.98,44.88,53.13,397.43,477.95
0.0700,113.19,33.33,55.33,33.77,10.23,42.02,71.72,39.6,138.27,66.88,70.95,50.16,7.7,45.98,44.88,51.81,399.19,476.63
0.0800,113.19,33.33,55.33,33.77,10.23,42.02,71.72,37.84,138.27,68.31,70.95,50.16,7.7,45.98,43.23,51.81,397.43,476.41
0.0900,113.19,33.33,55.33,33.77,10.23,42.02,71.72,37.84,140.03,68.31,70.95,48.95,7.7,45.98,43.23,51.81,397.43,476.96
0.1000,113.19,33.33,55.33,33.77,10.23,42.02,71.72,37.84,140.03,68.31,70.95,48.95,7.7,45.98,43.23,51.81,397.43,476.96
0.1100,113.19,33.33,55.33,32.56,10.23,42.02,71.72,37.84,140.03,68.31,72.6,48.95,7.7,45.98,43.23,51.81,396.22,478.61
0.1200,115.39,33.33,55.33,33.77,10.23,42.02,71.72,37.84,140.03,68.31,72.6,48.95,7.7,45.98,43.23,50.38,399.63,477.18
0.1300,115.39,34.65,55.33,33.77,10.23,42.02,71.72,37.84,140.03,69.85,72.6,48.95,7.7,45.98,43.23,50.38,400.95,478.72
0.1400,115.39,33.33,55.33,33.77,10.23,40.59,71.72,37.84,141.9,68.31,72.6,48.95,7.7,45.98,43.23,50.38,398.2,479.05
0.1500,115.39,33.33,55.33,32.56,10.23,42.02,71.72,37.84,141.9,69.85,72.6,48.95,7.7,45.98,43.23,50.38,398.42,480.59
0.1600,113.19,33.33,55.33,32.56,10.23,40.59,71.72,37.84,141.9,69.85,72.6,48.95,7.7,45.98,43.23,50.38,394.79,480.59
0.1700,113.19,33.33,55.33,32.56,10.23,40.59,71.72,37.84,141.9,69.85,72.6,48.95,7.7,45.98,41.47,50.38,394.79,478.83
0.1800,115.39,33.33,55.33,33.77,10.23,40.59,69.63,36.08,141.9,69.85,72.6,48.95,7.7,45.98,41.47,50.38,394.35,478.83
0.1900,115.39,34.65,55.33,33.77,10.23,40.59,69.63,37.84,138.27,69.85,72.6,48.95,7.7,45.98,41.47,50.38,397.43,475.2
0.2000,115.39,34.65,55.33,32.56,10.23,40.59,69.63,36.08,140.03,69.85,72.6,48.95,7.7,44.55,41.47,50.38,394.46,475.53
0.2100,115.39,34.65,55.33,32.56,10.23,40.59,69.63,36.08,141.9,69.85,72.6,48.95,7.7,45.98,41.47,50.38,394.46,478.83
