Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right
0.0100,0,3.74,3.85,0,0,0,6.71,0,6.82,25.08,20.9,197.12,261.8,125.62,274.01,53.02,14.3,964.37
0.0200,0,3.74,3.85,0,0,0,6.71,0,4.51,22.99,20.9,191.73,261.8,125.62,276.43,53.02,14.3,957
0.0300,0,3.74,3.85,0,0,0,6.71,0,4.51,22.99,18.92,186.45,261.8,125.62,280.94,53.02,14.3,954.25
0.0400,0,3.74,3.85,0,0,0,6.71,0,4.51,20.9,18.92,181.17,261.8,125.62,285.56,53.02,14.3,951.5
0.0500,0,3.74,3.85,0,0,0,4.51,0,4.51,20.9,18.92,175.89,259.38,125.62,290.18,50.16,12.1,945.56
0.0600,0,3.74,3.85,0,0,0,4.51,0,4.51,20.9,17.05,170.61,259.38,125.62,294.8,50.16,12.1,943.03
0.0700,0,3.74,3.85,0,0,0,4.51,0,4.51,18.81,17.05,167.97,254.54,128.15,297,50.16,12.1,938.19
0.0800,0,3.74,3.85,0,0,0,4.51,0,0,18.81,15.18,162.8,249.7,128.15,301.62,47.41,12.1,923.67
0.0900,0,5.61,5.83,0,0,0,4.51,0,0,18.81,15.18,155.32,247.28,128.15,303.93,47.41,15.95,916.08
0.1000,10.34,7.48,5.83,0,0,0,4.51,0,0,18.81,15.18,150.37,242.44,130.68,308.55,47.41,28.16,913.44
0.1100,37.18,28.16,7.81,0,0,0,4.51,0,0,16.72,13.2,140.36,237.6,130.68,313.17,44.66,77.66,896.39
0.1200,97.13,62.48,11.77,0,0,0,4.51,0,0,16.72,13.2,130.46,232.76,133.21,315.37,44.66,175.89,886.38
0.1300,142.23,96.25,37.29,0,0,0,4.51,0,0,16.72,11.33,122.98,225.5,133.21,317.68,41.8,280.28,869.22
0.1400,144.21,130.02,66.22,0,0,4.18,4.51,0,0,14.63,11.33,110.55,218.24,135.74,322.3,41.8,349.14,854.59
0.1500,128.26,165.22,88.55,0,0,4.18,4.51,0,0,14.63,11.33,100.54,208.56,135.74,324.61,41.8,390.72,837.21
