Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right
0.0100,17.38,114.29,61.71,68.53,52.36,50.82,36.63,30.8,142.45,222.31,218.57,28.27,41.91,10.56,15.73,15.84,432.52,695.64
0.0200,17.38,114.29,61.71,68.53,52.36,50.82,36.63,30.8,142.45,222.31,218.57,28.27,41.91,12.65,15.73,15.84,432.52,697.73
0.0300,17.38,114.29,61.71,65.56,55.88,50.82,36.63,30.8,142.45,222.31,218.57,28.27,41.91,10.56,15.73,15.84,433.07,695.64
0.0400,17.38,114.29,61.71,68.53,55.88,50.82,36.63,28.6,142.45,222.31,221.32,28.27,41.91,10.56,15.73,15.84,433.84,698.39
0.0500,17.38,114.29,61.71,65.56,52.36,50.82,36.63,28.6,142.45,222.31,218.57,28.27,41.91,10.56,15.73,15.84,427.35,695.64
0.0600,17.38,114.29,61.71,65.56,55.88,53.68,36.63,30.8,142.45,222.31,218.57,28.27,41.91,10.56,15.73,15.84,435.93,695.64
0.0700,17.38,111.87,61.71,65.56,52.36,50.82,36.63,30.8,142.45,222.31,218.57,26.18,40.04,12.65,15.73,15.84,427.13,693.77
0.0800,17.38,111.87,61.71,68.53,55.88,50.82,36.63,28.6,142.45,222.31,218.57,26.18,41.91,10.56,15.73,15.84,431.42,693.55
0.0900,17.38,111.87,59.4,65.56,55.88,53.68,36.63,28.6,142.45,222.31,218.57,26.18,41.91,10.56,13.75,15.84,429,691.57
0.1000,17.38,111.87,59.4,68.53,55.88,53.68,36.63,30.8,142.45,222.31,218.57,26.18,40.04,10.56,13.75,15.84,434.17,689.7
0.1100,17.38,111.87,59.4,65.56,55.88,53.68,39.27,30.8,145.31,222.31,218.57,26.18,40.04,10.56,15.73,15.84,433.84,694.54
0.1200,17.38,111.87,59.4,68.53,55.88,53.68,36.63,30.8,145.31,222.31,218.57,26.18,41.91,10.56,13.75,15.84,434.17,694.43
0.1300,17.38,111.87,59.4,65.56,52.36,50.82,36.63,30.8,145.31,222.31,218.57,26.18,40.04,10.56,13.75,15.84,424.82,692.56
0.1400,17.38,114.29,61.71,65.56,52.36,47.96,34.1,28.6,145.31,222.31,221.32,26.18,40.04,10.56,13.75,15.84,421.96,695.31
0.1500,17.38,116.71,64.13,65.56,52.36,47.96,31.46,28.6,145.31,222.31,221.32,26.18,40.04,10.56,13.75,15.84,424.16,695.31
0.1600,17.38,119.02,64.13,65.56,48.84,45.21,31.46,28.6,145.31,224.84,221.32,24.2,40.04,10.56,13.75,15.84,420.2,695.86
0.1700,20.24,121.44,66.44,65.56,48.84,45.21,28.82,28.6,145.31,224.84,221.32,24.2,40.04,10.56,13.75,15.84,425.15,695.86
0.1800,17.38,121.44,66.44,65.56,45.32,45.21,28.82,26.4,145.31,224.84,224.07,24.2,40.04,10.56,13.75,15.84,416.57,698.61
0.1900,17.38,121.44,66.44,65.56,48.84,42.35,28.82,28.6,148.17,224.84,224.07,24.2,40.04,10.56,13.75,15.84,419.43,701.47
0.2000,17.38,123.75,66.44,65.56,45.32,42.35,28.82,26.4,148.17,224.84,224.07,24.2,40.04,10.56,13.75,13.2,416.02,698.83
0.2100,17.38,123.75,66.44,65.56,45.32,42.35,28.82,26.4,148.17,224.84,224.07,24.2,40.04,10.56,13.75,13.2,416.02,698.83
0.2200,20.24,123.75,66.44,65.56,48.84,42.35,28.82,26.4,148.17,224.84,224.07,24.2,38.28,8.47,13.75,15.84,422.4,697.62
0.2300,20.24,123.75,66.44,65.56,48.84,45.21,28.82,26.4,148.17,224.84,224.07,24.2,38.28,10.56,11.77,13.2,425.26,695.09
0.2400,17.38,123.75,66.44,65.56,45.32,45.21,28.82,26.4,148.17,224.84,224.07,22.11,36.41,8.47,11.77,13.2,418.88,689.04
0.2500,17.38,123.75,66.44,65.56,48.84,45.21,28.82,28.6,151.03,227.26,224.07,22.11,34.65,8.47,9.79,13.2,424.6,690.58
0.2600,20.24,123.75,66.44,65.56,48.84,45.21,28.82,28.6,153.89,227.26,224.07,20.13,34.65,8.47,7.81,10.56,427.46,686.84
0.2700,20.24,123.75,66.44,65.56,48.84,45.21,28.82,28.6,153.89,227.26,224.07,18.15,32.78,6.27,5.83,10.56,427.46,678.81
0.2800,20.24,123.75,68.86,65.56,48.84,45.21,28.82,28.6,156.75,227.26,224.07,16.06,30.91,6.27,5.83,7.92,429.88,675.07
0.2900,20.24,126.17,68.86,68.53,48.84,45.21,31.46,28.6,156.75,227.26,226.82,16.06,30.91,4.18,5.83,7.92,437.91,675.73
0.3000,20.24,126.17,71.17,68.53,48.84,45.21,28.82,28.6,159.61,227.26,226.82,16.06,29.15,4.18,5.83,5.28,437.58,674.19
0.3100,20.24,128.48,71.17,68.53,48.84,42.35,28.82,26.4,159.61,227.26,224.07,12.1,25.52,0,3.85,5.28,434.83,657.69
0.3200,20.24,130.9,73.59,65.56,45.32,42.35,28.82,28.6,162.47,227.26,224.07,10.01,21.78,0,0,0,435.38,645.59
0.3300,23.1,133.32,76.01,65.56,45.32,42.35,28.82,28.6,168.52,227.26,224.07,10.01,18.15,0,0,0,443.08,648.01
0.3400,23.1,135.63,78.32,65.56,45.32,42.35,26.18,26.4,171.71,224.84,224.07,8.03,14.52,0,0,0,442.86,643.17
