Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right
0.0100,246.73,89.54,91.08,41.36,27.5,33.22,24.42,14.08,5.17,0,0,16.94,8.25,151.8,174.24,118.25,567.93,474.65
0.0200,259.6,89.54,100.54,39.6,29.59,35.09,28.93,15.84,0,0,0,8.47,8.25,127.27,156.53,118.25,598.73,418.77
0.0300,270.05,91.74,107.69,39.6,31.68,37.07,33.55,17.6,0,0,0,5.61,8.25,102.74,136.29,118.25,628.98,371.14
0.0400,277.86,91.74,114.84,39.6,33.88,39.05,38.17,19.36,0,0,0,0,8.25,83.82,118.91,113.85,654.5,324.83
0.0500,285.45,93.94,119.79,37.84,35.97,41.03,41.25,21.12,0,0,0,0,8.25,64.79,101.2,101.53,676.39,275.77
0.0600,293.15,96.14,124.74,39.6,38.06,42.9,44.22,22.88,0,0,0,0,8.25,52.25,86.35,86.9,701.69,233.75
0.0700,303.38,100.54,132.22,41.36,40.15,44.88,47.3,24.64,0,0,0,0,8.25,40.37,74.36,72.16,734.47,195.14
0.0800,313.61,104.94,142.12,43.01,44.44,48.84,51.92,26.4,0,0,0,0,5.5,33.22,62.48,57.53,775.28,158.73
0.0900,323.84,109.34,149.49,46.53,46.53,50.71,55,28.27,0,0,0,0,0,23.65,53.9,44.44,809.71,121.99
0.1000,334.07,113.85,156.97,48.18,46.53,54.67,58.3,30.03,0,0,0,0,0,18.92,43.67,31.79,842.6,94.38
0.1100,341.99,118.03,164.34,49.94,48.62,58.63,61.93,31.79,0,0,0,0,0,16.61,35.97,25.41,875.27,77.99
0.1200,349.8,120.12,169.29,51.7,50.82,60.83,63.69,33.55,0,0,0,0,0,11.88,25.63,14.74,899.8,52.25
0.1300,352.44,122.21,174.24,53.35,52.91,63.03,67.32,35.31,0,0,0,0,0,9.46,15.4,8.47,920.81,33.33
0.1400,355.08,124.3,176.77,55.11,52.91,65.34,69.19,37.07,0,0,0,0,0,7.04,12.76,8.47,935.77,28.27
0.1500,352.44,126.39,176.77,56.87,55,67.54,70.95,38.83,0,0,0,0,0,7.04,10.23,6.27,944.79,23.54
0.1600,347.27,126.39,174.24,58.63,55,72.05,70.95,38.83,0,0,0,0,0,4.73,10.23,4.18,943.36,19.14
0.1700,341.99,124.3,171.82,63.03,55,72.05,72.82,40.59,0,0,0,0,0,4.73,7.7,4.18,941.6,16.61
0.1800,334.07,124.3,166.87,65.23,55,74.25,72.82,40.59,0,0,0,0,0,4.73,5.06,4.18,933.13,13.97
0.1900,326.37,124.3,161.92,67.43,57.2,76.56,72.82,40.59,0,0,0,0,0,0,0,0,927.19,0
0.2000,318.67,122.21,156.97,69.63,57.2,76.56,74.58,40.59,0,0,0,0,0,0,0,0,916.41,0
0.2100,311.08,118.03,152.02,69.63,57.2,78.76,76.45,40.59,0,0,0,0,0,0,0,0,903.76,0
0.2200,300.85,115.94,149.49,71.83,59.4,78.76,78.21,42.35,0,0,0,0,0,0,0,0,896.83,0
0.2300,293.15,113.85,144.54,74.03,59.4,80.96,80.08,42.35,0,0,0,0,0,0,0,0,888.36,0
0.2400,282.92,109.34,139.59,76.23,61.71,83.27,81.84,44.11,0,0,0,0,0,0,0,0,879.01,0
0.2500,272.58,104.94,137.17,78.43,61.71,85.47,83.71,44.11,0,0,0,0,0,0,0,0,868.12,0
0.2600,259.6,102.74,132.22,80.63,61.71,89.98,87.23,45.87,0,0,0,0,0,0,0,0,859.98,0
0.2700,249.26,100.54,129.69,82.83,64.02,92.18,89.1,47.63,0,0,0,0,0,0,0,0,855.25,0
0.2800,236.28,96.14,127.27,85.03,64.02,96.69,92.73,49.39,0,0,0,0,0,0,0,0,847.55,0
0.2900,225.94,91.74,124.74,89.54,66.33,101.2,96.36,51.15,0,0,0,0,0,0,0,0,847,0
0.3000,216.04,87.34,122.32,91.74,68.64,105.6,101.75,52.91,0,0,0,0,0,0,0,0,846.34,0
0.3100,203.94,85.14,117.37,93.94,70.95,110.11,105.38,56.54,0,0,0,0,0,0,0,0,843.37,0
0.3200,191.73,80.74,114.84,98.34,70.95,116.6,110.88,60.5,0,0,0,0,0,0,0,0,844.58,0
