Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right
0.0100,0,20.68,35.42,186.56,147.18,135.41,195.47,65.12,0,0,7.59,110.55,118.25,84.26,106.81,47.41,785.84,474.87
0.0200,0,22.55,37.29,186.56,147.18,135.41,195.47,65.12,0,4.18,7.59,113.08,118.25,84.26,106.81,47.41,789.58,481.58
0.0300,0,22.55,37.29,186.56,147.18,132.99,193.05,65.12,4.51,4.18,9.46,113.08,120.89,86.68,106.81,44.66,784.74,490.27
0.0400,0,22.55,37.29,186.56,147.18,132.99,193.05,65.12,4.51,4.18,9.46,113.08,120.89,84.26,106.81,47.41,784.74,490.6
0.0500,0,22.55,39.27,184.47,147.18,132.99,190.74,65.12,4.51,4.18,9.46,115.5,120.89,84.26,106.81,47.41,782.32,493.02
0.0600,0,22.55,41.25,184.47,147.18,130.57,188.43,62.92,4.51,6.27,11.33,115.5,123.53,84.26,104.39,47.41,777.37,497.2
0.0700,0,22.55,41.25,182.38,144.98,130.57,186.12,62.92,4.51,4.18,11.33,115.5,123.53,84.26,106.81,47.41,770.77,497.53
0.0800,0,22.55,45.21,182.38,144.98,128.15,186.12,62.92,4.51,6.27,11.33,115.5,126.06,84.26,106.81,47.41,772.31,502.15
0.0900,0,24.42,45.21,180.18,144.98,125.73,183.81,62.92,6.82,6.27,13.2,118.03,126.06,84.26,106.81,47.41,767.25,508.86
0.1000,0,24.42,49.17,178.09,142.78,123.42,179.08,60.72,6.82,6.27,13.2,118.03,126.06,84.26,106.81,47.41,757.68,508.86
0.1100,0,26.29,51.15,176,142.78,121,176.77,60.72,6.82,6.27,13.2,120.45,128.7,86.68,106.81,47.41,754.71,516.34
0.1200,0,28.16,53.13,173.8,142.78,118.58,174.46,60.72,6.82,6.27,13.2,120.45,128.7,86.68,106.81,47.41,751.63,516.34
0.1300,0,30.14,57.31,171.71,142.78,116.16,172.15,58.63,6.82,6.27,13.2,120.45,131.34,86.68,106.81,50.16,748.88,521.73
0.1400,0,30.14,57.31,171.71,142.78,113.85,169.84,58.63,6.82,6.27,15.18,122.98,131.34,86.68,106.81,50.16,744.26,526.24
