Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right
0.0100,0,0,3.85,0,0,0,0,0,150.81,267.41,211.09,57.97,29.59,17.6,28.27,8.36,3.85,771.1
0.0200,0,0,3.85,0,0,0,0,0,150.81,267.41,208.78,55.44,29.59,17.6,28.27,8.36,3.85,766.26
0.0300,0,0,3.85,0,0,0,0,0,150.81,267.41,208.78,57.97,31.79,17.6,28.27,8.36,3.85,770.99
0.0400,0,0,3.85,0,0,0,0,0,150.81,265.43,208.78,57.97,29.59,17.6,28.27,8.36,3.85,766.81
0.0500,0,0,3.85,0,0,0,0,0,150.81,265.43,208.78,57.97,31.79,20.13,30.25,8.36,3.85,773.52
0.0600,0,0,3.85,0,0,0,0,0,148.5,265.43,208.78,60.39,31.79,20.13,30.25,8.36,3.85,773.63
0.0700,0,0,3.85,0,0,0,0,0,146.3,263.34,211.09,62.92,33.88,20.13,32.23,8.36,3.85,778.25
0.0800,0,0,0,0,0,0,0,0,143.99,263.34,211.09,65.45,33.88,22.66,32.23,8.36,0,781
0.0900,0,0,3.85,0,0,0,0,0,141.68,263.34,208.78,67.98,35.97,25.19,34.32,11.11,3.85,788.37
0.1000,0,0,3.85,0,0,0,0,0,139.48,261.36,208.78,70.4,35.97,25.19,36.3,8.36,3.85,785.84
0.1100,0,0,3.85,0,0,0,0,0,134.86,259.27,206.47,72.93,35.97,27.72,38.28,11.11,3.85,786.61
0.1200,0,0,3.85,0,0,0,0,0,132.66,257.29,204.16,77.99,38.06,30.14,40.37,11.11,3.85,791.78
0.1300,0,0,3.85,0,0,0,0,0,128.04,255.2,204.16,80.41,40.26,32.67,42.35,11.11,3.85,794.2
0.1400,0,0,3.85,0,0,0,0,0,123.53,253.22,201.74,85.47,42.35,35.2,42.35,11.11,3.85,794.97
0.1500,0,0,0,0,0,0,0,0,119.02,249.04,197.12,90.53,42.35,40.26,46.42,13.86,0,798.6
0.1600,0,0,0,0,0,0,0,0,112.09,247.06,197.12,98.01,44.44,42.79,48.4,13.86,0,803.77
0.1700,0,0,3.85,0,0,0,0,0,107.25,242.99,192.39,105.49,46.53,47.85,50.38,16.72,3.85,809.6
0.1800,0,0,3.85,0,0,0,0,0,100.1,238.92,190.08,113.08,48.73,52.91,54.45,16.72,3.85,814.99
0.1900,0,0,0,0,0,0,0,0,92.95,234.85,185.46,120.45,52.91,60.28,56.54,19.47,0,822.91
0.2000,0,0,0,0,0,0,0,0,85.8,228.69,180.73,130.46,55.11,65.12,61.27,19.47,0,826.65
0.2100,0,0,0,0,0,0,0,0,73.81,222.64,173.69,140.36,60.06,72.27,66.11,22.33,0,831.27
0.2200,0,0,0,0,0,0,0,0,64.35,214.17,164.45,150.37,62.59,81.84,70.84,25.08,0,833.69
0.2300,0,0,0,0,0,0,0,0,54.89,205.81,157.52,160.27,67.65,89.1,75.68,27.83,0,838.75
0.2400,0,0,3.85,0,0,0,0,0,47.96,197.45,148.28,170.61,72.71,96.25,80.41,27.83,3.85,841.5
0.2500,0,0,3.85,0,0,0,0,0,41.14,187,136.84,181.17,75.24,105.82,85.25,30.69,3.85,843.15
0.2600,0,0,3.85,0,0,0,0,0,36.52,176.55,127.6,194.37,77.77,115.5,89.98,33.44,3.85,851.73
0.2700,0,0,3.85,0,0,0,0,0,34.32,165.99,116.05,205.04,82.83,123.09,94.82,33.44,3.85,855.58
0.2800,0,0,0,0,0,0,0,0,29.7,152.9,105.05,215.6,87.78,133.21,99.66,36.19,0,860.09
0.2900,0,0,0,0,0,0,0,0,27.39,142.01,92.07,226.27,90.31,143.22,104.39,39.05,0,864.71
0.3000,0,0,3.85,0,0,0,0,0,25.08,129.03,78.98,235.95,92.84,150.81,109.23,39.05,3.85,860.97
0.3100,0,0,3.85,0,0,0,0,0,22.88,115.94,65.89,245.63,95.37,160.93,116.27,41.8,3.85,864.71
0.3200,0,0,0,0,0,0,0,0,20.57,103.18,51.26,252.89,97.9,168.52,118.58,44.66,0,857.56
0.3300,0,0,0,0,0,0,0,0,18.26,86.13,41.8,262.57,97.9,175.67,123.2,47.41,0,852.94
0.3400,0,0,0,0,0,0,0,0,15.95,67.1,36.08,267.41,97.9,182.82,125.62,47.41,0,840.29
0.3500,0,0,0,0,0,0,0,0,11.44,52.25,30.36,272.25,95.37,189.86,127.93,50.16,0,829.62
0.3600,0,0,0,0,0,0,0,0,11.44,41.8,26.51,274.67,92.84,196.9,130.24,50.16,0,824.56
0.3700,0,0,3.85,0,0,0,0,0,9.13,35.53,22.77,272.25,90.31,203.94,132.55,53.02,3.85,819.5
0.3800,0,0,0,0,0,0,0,0,6.82,29.26,18.92,267.41,85.25,211.09,134.86,53.02,0,806.63
