Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right
0.0100,341.99,113.85,65.12,39.6,0,23.43,0,5.28,26.29,11.66,7.15,119.02,81.84,178.86,302.28,74.69,589.27,801.79
0.0200,341.99,120.12,72.27,43.01,0,31.24,0,8.8,24.53,11.66,7.15,84.48,69.96,165.44,299.31,74.69,617.43,737.22
0.0300,352.44,126.39,79.31,44.77,0,37.07,0,10.56,22.77,9.35,7.15,56.54,58.08,149.05,296.34,74.69,650.54,673.97
0.0400,365.64,132.66,88.77,46.53,0,41.03,4.51,14.08,21.01,9.35,4.73,33.88,44,130.02,287.43,72.16,693.22,602.58
0.0500,376.09,136.84,93.5,48.18,0,44.88,10.67,15.84,19.25,9.35,4.73,16.94,33,102.74,275.66,69.74,726,531.41
0.0600,378.73,141.02,98.23,51.7,4.18,46.86,15.18,15.84,17.49,9.35,4.73,5.61,22,72.93,258.72,67.32,751.74,458.15
0.0700,378.73,143.11,100.54,53.35,6.27,50.71,19.8,17.6,15.73,9.35,4.73,0,16.5,42.68,241.67,62.37,770.11,393.03
0.0800,381.37,147.29,102.96,56.87,6.27,52.69,24.42,19.36,13.97,6.93,0,0,16.5,26.07,207.02,52.91,791.23,323.4
0.0900,384.01,151.47,105.27,60.83,8.47,54.67,27.5,22.88,12.21,6.93,4.73,0,16.5,18.92,144.98,38.06,815.1,242.33
0.1000,389.29,157.74,110,67.43,8.47,58.63,30.47,24.64,10.45,6.93,0,0,11,16.61,68.42,23.21,846.67,136.62
0.1100,394.68,161.92,112.42,74.03,10.56,63.03,33.55,26.4,6.93,4.62,0,0,8.25,14.19,33.33,14.74,876.59,82.06
0.1200,400.07,168.3,117.37,80.63,10.56,67.54,36.63,28.27,5.17,0,0,0,5.5,9.46,20.46,10.56,909.37,51.15
0.1300,402.71,175.12,119.79,85.03,12.65,72.05,39.71,30.03,3.41,0,0,0,0,7.04,10.23,6.27,937.09,26.95
0.1400,408.1,179.63,122.32,89.54,12.65,76.56,42.68,33.55,3.41,0,0,0,0,7.04,0,0,965.03,10.45
0.1500,410.85,184.25,124.74,96.14,14.74,80.96,44.22,33.55,3.41,0,0,0,0,4.73,0,0,989.45,8.14
0.1600,416.24,186.45,127.27,100.54,14.74,83.27,45.76,35.31,3.41,0,0,0,0,0,0,0,1009.58,3.41
0.1700,416.24,188.76,127.27,107.14,14.74,87.67,47.3,37.07,3.41,0,0,0,0,0,0,0,1026.19,3.41
0.1800,413.49,190.96,127.27,113.85,14.74,89.98,48.84,37.07,3.41,0,0,0,0,0,0,0,1036.2,3.41
0.1900,405.46,190.96,124.74,120.56,16.94,94.49,50.38,37.07,3.41,0,0,0,0,0,0,0,1040.6,3.41
0.2000,394.68,190.96,122.32,129.47,16.94,98.89,51.92,37.07,3.41,0,0,0,0,0,0,0,1042.25,3.41
0.2100,381.37,188.76,117.37,136.18,16.94,103.4,55,38.83,3.41,0,0,0,0,0,0,0,1037.85,3.41
0.2200,368.17,184.25,112.42,145.09,16.94,107.91,56.54,38.83,0,0,0,0,0,0,0,0,1030.15,0
0.2300,355.08,181.94,110,151.8,16.94,114.51,60.06,40.59,0,0,0,0,0,0,0,0,1030.92,0
0.2400,341.99,175.12,107.69,160.82,19.03,118.69,63.69,40.59,3.41,0,0,0,0,0,0,0,1027.62,3.41
0.2500,326.37,170.61,102.96,167.64,21.12,125.07,69.19,42.35,3.41,0,0,0,0,0,0,0,1025.31,3.41
0.2600,308.44,164.01,100.54,174.68,21.12,131.45,74.58,44.11,0,0,0,0,0,0,0,0,1018.93,0
0.2700,290.62,157.74,95.81,184.14,21.12,137.72,80.08,45.87,0,0,0,0,0,0,0,0,1013.1,0
0.2800,272.58,149.38,91.08,191.29,23.21,144.1,85.47,47.63,0,0,0,0,0,0,0,0,1004.74,0
0.2900,251.9,141.02,86.35,200.64,25.41,152.57,92.73,49.39,0,0,0,0,0,0,0,0,1000.01,0
0.3000,231.11,132.66,79.31,210.1,25.41,161.04,99.99,52.91,3.41,0,0,0,0,0,0,0,992.53,3.41
0.3100,211.2,122.21,74.58,217.25,27.5,169.73,109.01,56.54,0,0,0,0,0,0,0,0,988.02,0
0.3200,189.31,111.54,67.54,226.49,29.59,180.73,118.47,60.5,3.41,0,0,0,0,0,0,0,984.17,3.41
0.3300,167.53,98.34,60.39,233.31,31.68,191.73,128.59,64.57,0,0,0,0,0,0,0,0,976.14,0
0.3400,145.31,85.14,53.24,242.33,31.68,198.44,138.6,66.55,3.41,0,0,0,0,0,0,0,961.29,3.41
0.3500,125.73,71.94,43.56,251.46,35.97,207.24,148.72,70.62,0,0,0,0,0,0,0,0,955.24,0
0.3600,106.48,58.74,36.3,258.28,35.97,216.04,158.84,72.6,3.41,0,0,0,0,0,0,0,943.25,3.41
0.3700,88.88,42.79,26.62,262.79,35.97,224.95,168.96,76.67,0,0,0,0,0,0,0,0,927.63,0
0.3800,68.97,31.13,16.94,264.99,35.97,231.55,177.21,78.65,3.41,0,0,0,0,0,0,0,905.41,3.41
0.3900,46.42,17.49,14.52,267.3,35.97,238.15,185.46,82.72,3.41,0,0,0,0,0,0,0,888.03,3.41
0.4000,39.49,11.66,9.68,262.79,33.88,242.55,191.62,84.81,0,0,0,0,0,0,0,0,876.48,0
0.4100,34.76,7.7,9.68,255.97,33.88,246.95,197.89,86.79,0,0,0,0,0,0,0,0,873.62,0
0.4200,32.45,7.7,7.26,246.84,29.59,251.35,202.07,88.77,0,0,0,0,0,0,0,0,866.03,0
0.4300,32.45,5.83,7.26,235.51,27.5,255.75,204.05,90.86,0,0,0,0,0,0,0,0,859.21,0
0.4400,30.14,3.85,7.26,219.56,23.21,260.15,206.14,92.84,3.41,0,0,0,0,0,0,0,843.15,3.41
0.4500,30.14,3.85,4.84,205.37,21.12,264.55,208.23,96.91,3.41,0,0,0,0,0,0,0,835.01,3.41
0.4600,27.83,3.85,7.26,188.87,16.94,268.95,210.32,98.89,3.41,0,0,0,0,0,0,0,822.91,3.41
0.4700,25.52,3.85,4.84,169.95,14.74,273.35,208.23,102.96,3.41,0,0,0,0,0,0,0,803.44,3.41
0.4800,25.52,3.85,4.84,151.8,10.56,277.86,208.23,106.92,3.41,0,0,0,0,0,0,0,789.58,3.41
0.4900,25.52,0,4.84,131.67,8.47,281.82,210.32,110.99,3.41,0,0,0,0,0,0,0,773.63,3.41
0.5000,23.21,0,4.84,111.54,6.27,285.89,210.32,115.17,5.17,0,0,0,0,0,0,0,757.24,5.17
0.5100,23.21,0,4.84,89.54,6.27,289.96,210.32,119.35,6.93,0,0,0,0,0,0,0,743.49,6.93
0.5200,20.9,0,4.84,71.83,4.18,293.92,208.23,123.53,15.73,0,0,0,0,0,0,0,727.43,15.73
0.5300,18.59,0,0,53.35,4.18,296.01,204.05,127.71,56.21,6.93,4.73,0,0,0,0,0,703.89,67.87
0.5400,18.59,0,0,39.6,0,296.01,193.71,129.8,184.58,11.66,7.15,0,0,0,0,0,677.71,203.39
0.5500,18.59,0,0,25.85,0,287.87,179.3,131.89,226.49,21.01,9.57,0,0,0,0,0,643.5,257.07
0.5600,16.17,0,0,13.75,0,271.15,164.89,131.89,316.47,58.63,21.56,0,0,0,0,0,597.85,396.66
0.5700,13.86,0,0,10.34,0,244.75,150.7,129.8,374,94.05,45.43,0,0,0,0,0,549.45,513.48
0.5800,11.55,0,0,10.34,4.18,207.24,142.67,123.53,399.41,140.58,74.14,65.67,0,0,0,0,499.51,679.8
