Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right
0.0100,79.86,182.82,207.79,78.32,46.2,34.87,41.47,18.81,45.98,148.94,168.96,99.55,56.76,13.2,32.45,11.88,690.14,577.72
0.0200,79.86,182.82,207.79,78.32,46.2,34.87,40.04,17.49,45.98,150.59,168.96,101.09,56.76,13.2,32.45,11.88,687.39,580.91
0.0300,79.86,182.82,207.79,78.32,46.2,33.22,38.61,17.49,47.3,150.59,168.96,101.09,55.11,13.2,31.13,11.88,684.31,579.26
0.0400,79.86,182.82,207.79,77,44.88,33.22,38.61,17.49,47.3,152.13,168.96,101.09,55.11,13.2,31.13,11.88,681.67,580.8
0.0500,79.86,182.82,207.79,77,44.88,33.22,40.04,17.49,47.3,153.67,168.96,99.55,53.35,13.2,29.81,11.88,683.1,577.72
0.0600,79.86,182.82,207.79,77,46.2,33.22,38.61,17.49,48.62,155.32,170.39,99.55,53.35,11.88,29.81,11.88,682.99,580.8
0.0700,79.86,182.82,207.79,77,44.88,33.22,38.61,17.49,48.62,155.32,170.39,99.55,53.35,11.88,28.49,11.88,681.67,579.48
0.0800,81.29,182.82,207.79,77,44.88,33.22,38.61,17.49,48.62,155.32,170.39,99.55,51.7,11.88,28.49,11.88,683.1,577.83
0.0900,79.86,184.36,207.79,77,44.88,33.22,38.61,17.49,48.62,155.32,170.39,99.55,51.7,11.88,28.49,11.88,683.21,577.83
0.1000,81.29,184.36,207.79,77,44.88,33.22,40.04,17.49,48.62,155.32,168.96,99.55,51.7,11.88,27.28,11.88,686.07,575.19
0.1100,81.29,184.36,207.79,78.32,44.88,33.22,38.61,17.49,48.62,155.32,168.96,99.55,51.7,11.88,27.28,11.88,685.96,575.19
0.1200,81.29,184.36,207.79,78.32,44.88,33.22,40.04,17.49,48.62,155.32,167.53,99.55,51.7,11.88,27.28,11.88,687.39,573.76
0.1300,81.29,184.36,207.79,78.32,46.2,33.22,38.61,17.49,48.62,155.32,167.53,99.55,51.7,11.88,27.28,11.88,687.28,573.76
0.1400,81.29,185.9,207.79,78.32,46.2,33.22,40.04,17.49,48.62,153.67,166.21,99.55,50.05,11.88,27.28,11.88,690.25,569.14
0.1500,81.29,185.9,209.44,78.32,46.2,33.22,38.61,17.49,47.3,155.32,166.21,99.55,50.05,11.88,25.96,11.88,690.47,568.15
0.1600,82.61,187.44,209.44,78.32,46.2,34.87,40.04,17.49,47.3,155.32,166.21,98.01,50.05,11.88,25.96,10.56,696.41,565.29
0.1700,84.04,189.09,210.98,78.32,46.2,33.22,38.61,17.49,48.62,155.32,166.21,98.01,50.05,11.88,25.96,10.56,697.95,566.61
0.1800,85.47,190.63,212.63,78.32,44.88,33.22,38.61,17.49,48.62,155.32,166.21,98.01,48.4,10.56,24.64,10.56,701.25,562.32
0.1900,88.22,192.17,214.28,78.32,44.88,33.22,38.61,17.49,48.62,155.32,166.21,96.47,48.4,10.56,23.32,10.56,707.19,559.46
0.2000,89.54,195.36,217.47,77,44.88,31.57,37.18,17.49,48.62,156.86,164.78,95.04,46.75,9.24,22,10.56,710.49,553.85
0.2100,93.72,198.44,220.66,77,43.56,31.57,35.75,17.49,49.94,158.51,164.78,93.5,44.99,9.24,19.47,9.24,718.19,549.67
0.2200,97.79,203.17,223.85,75.57,43.56,29.92,34.32,17.49,49.94,158.51,164.78,90.42,41.69,9.24,18.15,9.24,725.67,541.97
0.2300,101.97,207.9,225.5,75.57,42.13,29.92,32.89,17.49,49.94,158.51,162.03,87.45,40.04,7.92,15.51,7.92,733.37,529.32
0.2400,107.47,215.82,228.69,77,40.81,28.27,31.46,16.06,49.94,156.86,159.28,84.37,36.74,6.6,12.98,7.92,745.58,514.69
0.2500,114.51,223.96,231.99,77,39.49,28.27,28.6,16.06,49.94,155.32,156.53,79.86,33.33,6.6,11.66,6.6,759.88,499.84
0.2600,120.45,232.54,235.29,77,36.74,26.51,27.17,16.06,48.62,152.13,152.46,75.24,31.68,5.28,10.34,5.28,771.76,481.03
0.2700,129.25,242.88,241.89,75.57,35.31,24.86,25.74,14.74,47.3,147.4,148.28,72.27,30.03,5.28,9.02,5.28,790.24,464.86
0.2800,136.62,251.46,245.19,75.57,32.67,23.21,22.88,14.74,45.98,142.67,142.78,69.19,28.38,3.96,7.7,5.28,802.34,445.94
0.2900,143.99,258.39,250.14,74.14,32.67,21.56,22.88,13.42,43.34,134.75,137.28,66.11,26.62,3.96,7.7,3.96,817.19,423.72
0.3000,148.39,266.97,254.98,74.14,31.24,21.56,21.45,13.42,39.38,125.18,130.35,63.14,26.62,3.96,6.49,3.96,832.15,399.08
0.3100,154.22,272.14,258.28,75.57,31.24,21.56,22.88,13.42,36.74,117.26,123.42,61.6,26.62,3.96,6.49,3.96,849.31,380.05
0.3200,160.16,278.96,261.58,75.57,29.92,21.56,20.02,13.42,34.1,107.91,116.6,58.63,24.97,2.64,6.49,3.96,861.19,355.3
0.3300,165.99,285.67,266.53,74.14,28.6,19.91,18.59,12.1,30.14,98.67,110.99,57.09,24.97,2.64,6.49,2.64,871.53,333.63
0.3400,172.15,292.38,271.48,74.14,28.6,18.26,17.16,12.1,28.82,89.43,104.06,54.23,24.97,2.64,6.49,2.64,886.27,313.28
0.3500,178.31,299.09,276.43,72.71,25.85,16.61,14.3,10.67,26.29,83.27,98.56,52.69,23.32,2.64,5.17,2.64,893.97,294.58
0.3600,186.01,305.8,281.27,71.28,25.85,14.96,12.87,10.67,24.97,77.11,94.38,49.83,23.32,2.64,5.17,2.64,908.71,280.06
0.3700,192.17,310.86,286.22,69.85,23.1,13.2,12.87,9.35,22.33,70.95,90.31,48.29,21.67,2.64,5.17,2.64,917.62,264
0.3800,198.33,317.57,291.17,68.42,21.78,13.2,11.44,8.03,22.33,66.33,86.13,46.86,21.67,0,3.85,2.64,929.94,249.81
0.3900,206.03,324.28,294.47,65.67,19.03,11.55,10.01,6.71,19.69,61.71,81.95,43.89,21.67,0,3.85,2.64,937.75,235.4
0.4000,213.73,330.99,297.66,62.81,16.28,9.9,10.01,5.28,18.37,57.2,77.88,41.03,21.67,0,3.85,2.64,946.66,222.64
0.4100,221.43,339.46,299.31,59.95,12.21,8.25,10.01,3.96,17.05,54.34,75.02,39.49,20.02,0,3.85,0,954.58,209.77
0.4200,229.24,344.63,299.31,55.77,10.89,6.6,10.01,2.64,15.73,51.48,73.7,38.06,20.02,0,3.85,0,959.09,202.84
0.4300,235.62,349.8,299.31,51.7,10.89,4.95,8.58,0,15.73,50.05,72.27,36.63,21.67,0,3.85,0,960.85,200.2
0.4400,240.35,353.21,296.01,47.74,9.46,4.95,4.29,0,15.73,48.62,72.27,36.63,21.67,0,3.85,0,956.01,198.77
0.4500,243.54,354.97,292.82,45.1,9.46,3.3,2.86,0,15.73,50.05,73.7,36.63,21.67,0,3.85,0,952.05,201.63
0.4600,245.19,354.97,289.52,42.46,9.46,3.3,2.86,0,17.05,51.48,76.45,36.63,21.67,0,3.85,0,947.76,207.13
0.4700,245.19,354.97,286.22,41.14,8.14,3.3,4.29,0,18.37,54.34,81.95,36.63,23.32,0,3.85,0,943.25,218.46
