Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right
0.0100,0,3.96,3.74,0,6.93,0,7.81,0,279.29,287.54,188.65,12.1,9.02,0,0,0,22.44,776.6
0.0200,0,3.96,5.72,0,6.93,0,7.81,0,279.29,282.48,188.65,12.1,9.02,0,0,0,24.42,771.54
0.0300,0,3.96,3.74,0,6.93,0,5.17,0,282.48,282.48,191.4,12.1,9.02,0,0,0,19.8,777.48
0.0400,0,3.96,3.74,0,6.93,0,5.17,0,282.48,277.42,191.4,12.1,7.26,0,0,0,19.8,770.66
0.0500,0,3.96,3.74,0,0,0,5.17,0,282.48,274.89,194.04,12.1,7.26,0,0,0,12.87,770.77
0.0600,0,3.96,3.74,0,0,0,5.17,0,285.67,272.36,196.79,10.01,7.26,0,0,0,12.87,772.09
0.0700,0,3.96,3.74,0,0,0,0,0,285.67,269.83,196.79,10.01,7.26,0,0,0,7.7,769.56
0.0800,0,0,3.74,0,0,0,0,0,288.86,267.41,196.79,10.01,7.26,0,0,0,3.74,770.33
0.0900,0,3.96,3.74,0,0,0,0,0,288.86,267.41,199.54,10.01,7.26,0,0,0,7.7,773.08
0.1000,0,0,3.74,0,0,0,0,0,288.86,269.83,202.29,10.01,7.26,0,0,0,3.74,778.25
0.1100,0,3.96,3.74,0,0,0,0,0,288.86,269.83,202.29,12.1,7.26,0,0,0,7.7,780.34
0.1200,0,0,3.74,0,0,0,0,0,285.67,269.83,204.93,12.1,7.26,0,0,0,3.74,779.79
0.1300,0,0,3.74,0,0,0,0,0,285.67,272.36,207.68,12.1,7.26,0,0,0,3.74,785.07
0.1400,0,0,3.74,0,0,0,0,0,285.67,272.36,207.68,14.08,7.26,0,0,0,3.74,787.05
0.1500,0,0,3.74,0,0,0,0,0,282.48,274.89,210.43,14.08,7.26,0,0,0,3.74,789.14
0.1600,0,0,3.74,0,0,0,0,0,276.1,274.89,210.43,16.06,7.26,0,0,0,3.74,784.74
0.1700,0,0,3.74,0,0,0,0,0,273.02,274.89,213.18,18.15,7.26,0,0,0,3.74,786.5
0.1800,0,0,3.74,0,0,0,0,0,266.86,274.89,213.18,22.11,7.26,0,0,0,3.74,784.3
0.1900,0,0,3.74,0,0,0,0,0,260.59,272.36,213.18,28.27,9.02,0,0,0,3.74,783.42
0.2000,0,0,3.74,0,0,0,0,0,251.24,269.83,213.18,34.32,9.02,0,0,0,3.74,777.59
0.2100,0,0,3.74,0,0,0,0,0,245.08,267.41,213.18,42.35,10.89,4.18,0,0,3.74,783.09
0.2200,0,0,3.74,0,0,0,0,0,232.65,262.35,213.18,50.38,12.76,8.47,3.85,7.92,3.74,791.56
0.2300,0,0,3.74,0,0,0,0,0,223.41,257.4,210.43,56.54,21.78,10.56,7.81,10.56,3.74,798.49
0.2400,0,0,3.74,0,0,0,0,0,210.43,249.81,210.43,64.24,30.91,14.74,11.77,15.84,3.74,808.17
0.2500,0,0,3.74,0,0,0,0,0,194.26,242.33,204.93,71.94,38.28,19.03,15.73,21.23,3.74,807.73
0.2600,0,0,3.74,0,0,0,0,0,178.2,232.32,199.54,82.28,49.17,21.12,19.69,23.87,3.74,806.19
0.2700,0,0,3.74,0,0,0,0,0,159.61,219.78,194.04,92.62,62.59,23.21,23.65,29.15,3.74,804.65
0.2800,0,0,3.74,0,0,0,0,0,136.73,204.93,185.9,102.96,77,29.59,29.48,31.79,3.74,798.38
0.2900,0,0,3.74,0,0,0,0,0,110.88,187.55,175.01,115.94,91.3,33.88,37.4,34.43,3.74,786.39
0.3000,0,0,3.74,0,0,0,0,0,81.4,167.75,161.7,126.83,101.53,42.35,49.28,39.82,3.74,770.66
0.3100,0,0,0,0,0,0,0,0,66.77,143.88,143.22,137.83,111.76,55,63.47,42.46,0,764.39
0.3200,0,0,3.74,0,0,0,0,0,53.13,120.12,124.74,148.83,122.54,69.08,82.28,47.74,3.74,768.46
0.3300,0,0,0,0,0,0,0,0,43.45,97.35,104.39,157.08,131.56,85.8,99,47.74,0,766.37
0.3400,0,0,3.74,0,0,0,0,0,36.19,72.82,82.83,165.33,140.47,100.1,118.47,53.02,3.74,769.23
0.3500,0,0,0,0,0,0,0,0,28.93,46.09,54.67,170.39,149.38,114.51,136.84,53.02,0,753.83
0.3600,0,0,0,0,0,0,0,0,19.25,29.48,35.31,172.92,156.09,129.03,155.21,58.08,0,755.37
0.3700,0,0,0,0,0,0,0,0,11.99,20.24,28.27,170.39,158.4,143.55,175.56,58.08,0,766.48
0.3800,0,0,0,0,0,0,0,0,9.57,16.5,24.64,165.33,158.4,158.07,195.36,62.7,0,790.57
0.3900,0,0,0,0,0,0,0,0,7.15,12.87,22.88,154.33,151.69,170.17,215.16,65.01,0,799.26
0.4000,0,0,0,0,0,0,0,0,4.73,12.87,21.12,129.58,138.27,182.49,235.95,69.63,0,794.64
0.4100,5.72,0,0,0,0,0,0,0,4.73,11,19.36,102.96,113.85,192.39,257.29,74.36,5.72,775.94
0.4200,8.69,0,0,0,0,0,0,0,4.73,9.13,17.6,77.11,93.39,199.76,276.43,78.98,8.69,757.13
0.4300,11.55,0,0,0,0,0,0,0,0,9.13,14.08,56.54,74.91,207.13,294.25,83.6,11.55,739.64
0.4400,17.38,0,3.74,0,0,0,0,0,0,7.37,14.08,42.35,56.54,212.08,307.56,88.33,21.12,728.31
0.4500,28.93,0,5.72,0,6.93,0,0,0,0,7.37,10.56,24.2,45.54,212.08,318.78,95.26,41.58,713.79
0.4600,69.41,0,7.59,0,6.93,0,0,0,0,5.5,8.8,16.06,34.65,204.71,323.18,102.3,83.93,695.2
0.4700,128.59,3.96,13.31,0,10.45,0,0,0,0,5.5,7.04,12.1,30.91,187.44,325.49,109.23,156.31,677.71
0.4800,185.24,49.5,28.71,0,10.45,0,0,0,0,5.5,5.28,6.05,25.52,165.33,318.78,120.89,273.9,647.35
0.4900,198.66,111.87,116.38,0,10.45,0,0,0,0,5.5,3.52,6.05,23.65,141.13,296.45,130.13,437.36,606.43
0.5000,209.33,168.96,190.3,0,10.45,0,0,0,0,5.5,0,3.96,21.78,116.93,254.98,144.1,579.04,547.25
0.5100,212.08,191.07,223.63,8.03,10.45,0,0,0,0,3.63,0,0,20.02,92.95,206.36,162.58,645.26,485.54
0.5200,209.33,200.86,238.37,10.67,13.97,0,0,0,0,3.63,0,0,18.15,66.66,166.76,182.05,673.2,437.25
0.5300,206.69,205.81,248.27,13.42,13.97,0,0,0,0,3.63,0,0,16.39,52.91,113.85,184.58,688.16,371.36
0.5400,203.94,210.65,253.22,16.06,17.38,0,0,0,0,3.63,0,0,16.39,44.44,78.1,148.72,701.25,291.28
0.5500,206.69,215.6,255.64,16.06,17.38,0,0,0,0,3.63,0,0,12.76,33.88,57.2,102.3,711.37,209.77
0.5600,206.69,218.02,260.59,18.81,20.9,0,5.17,4.4,0,3.63,0,0,10.89,25.41,43.34,65.01,734.58,148.28
0.5700,209.33,220.55,260.59,21.45,20.9,0,5.17,4.4,0,3.63,0,0,9.02,16.94,31.46,50.38,742.39,111.43
0.5800,212.08,222.97,260.59,21.45,20.9,0,5.17,6.6,0,3.63,3.52,0,7.26,12.65,23.65,39.82,749.76,90.53
0.5900,214.72,222.97,258.06,21.45,20.9,0,5.17,6.6,0,3.63,3.52,0,7.26,8.47,17.71,18.59,749.87,59.18
0.6000,214.72,222.97,253.22,21.45,20.9,0,5.17,4.4,0,3.63,3.52,0,5.39,4.18,9.79,5.28,742.83,31.79
0.6100,212.08,220.55,248.27,21.45,20.9,0,5.17,6.6,0,3.63,3.52,0,5.39,4.18,7.81,5.28,735.02,29.81
0.6200,212.08,220.55,240.9,18.81,20.9,0,5.17,6.6,0,3.63,3.52,0,3.63,0,5.83,0,725.01,16.61
0.6300,206.69,215.6,231,18.81,20.9,0,5.17,6.6,0,3.63,3.52,0,3.63,0,3.85,0,704.77,14.63
0.6400,198.66,210.65,221.21,18.81,17.38,0,5.17,4.4,0,3.63,3.52,0,0,0,3.85,0,676.28,11
0.6500,193.27,205.81,209.33,18.81,17.38,0,0,6.6,0,3.63,0,0,0,0,0,0,651.2,3.63
0.6600,187.88,200.86,197.45,18.81,17.38,0,0,4.4,0,0,0,0,0,0,0,0,626.78,0
0.6700,182.49,198.44,187.88,18.81,17.38,0,5.17,4.4,0,0,3.52,0,0,0,0,0,614.57,3.52
