Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right
0.0100,194.37,143.22,49.17,71.28,60.72,12.65,27.06,13.53,0,0,0,0,0,0,0,0,572,0
0.0200,182.27,132.22,49.17,73.48,69.3,14.74,29.26,13.53,0,0,0,0,0,0,0,0,563.97,0
0.0300,168.08,123.42,47.19,77.66,77.88,16.94,33.77,15.73,0,0,0,0,0,0,0,0,560.67,0
0.0400,156.09,112.42,45.21,79.75,84.37,19.03,40.59,18.04,0,0,0,0,0,0,0,0,555.5,0
0.0500,144.21,102.19,45.21,81.95,92.95,21.12,49.61,20.24,0,0,0,0,0,0,0,0,557.48,0
0.0600,132.22,94.27,43.23,84.04,99.44,25.41,58.63,22.55,0,0,0,0,0,0,0,0,559.79,0
0.0700,120.34,86.35,41.25,88.33,105.82,29.59,65.67,22.55,0,0,0,0,0,0,0,0,559.9,0
0.0800,110.22,78.32,41.25,90.42,112.31,33.88,75.13,24.75,0,0,0,0,0,0,0,0,566.28,0
0.0900,99.33,70.4,39.27,92.51,118.91,38.06,84.59,27.06,0,0,0,0,0,0,0,0,570.13,0
0.1000,88.44,64.46,37.29,96.8,125.4,42.35,94.05,29.26,0,0,0,0,0,0,0,0,578.05,0
0.1100,77.55,56.54,33.44,98.89,131.89,48.73,105.93,29.26,0,0,0,0,0,0,0,0,582.23,0
0.1200,64.46,48.95,31.46,103.07,138.49,55.11,117.59,31.57,0,0,0,0,0,0,0,0,590.7,0
0.1300,53.79,43.34,27.5,105.27,142.78,64.46,128.92,36.08,0,0,0,0,0,0,0,0,602.14,0
0.1400,43.45,35.75,23.54,107.36,147.18,71.5,140.25,38.28,0,0,0,0,0,0,0,0,607.31,0
0.1500,35.09,28.16,19.58,109.45,151.47,78.54,151.58,40.59,0,0,0,0,0,0,0,0,614.46,0
0.1600,28.93,22.55,15.73,111.65,155.87,85.58,165.22,42.79,0,0,0,0,0,0,0,0,628.32,0
0.1700,22.77,16.94,9.79,111.65,160.16,92.62,174.46,45.1,0,0,0,0,0,0,0,0,633.49,0
0.1800,18.59,13.09,5.83,111.65,162.36,99.66,186.12,47.3,0,0,0,0,0,0,0,0,644.6,0
0.1900,14.41,9.35,3.85,109.45,162.36,106.7,197.78,51.81,0,0,0,0,0,0,0,0,655.71,0
0.2000,12.32,7.48,0,103.07,160.16,113.85,211.75,56.32,0,0,0,0,0,0,0,0,664.95,0
0.2100,10.34,5.61,0,94.6,158.07,118.58,223.41,60.72,0,0,0,0,0,0,0,0,671.33,0
0.2200,8.25,3.74,0,84.04,158.07,123.42,232.54,71.61,0,0,0,0,0,0,0,0,681.67,0
