Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right
0.0100,11.99,67.1,68.64,43.78,61.05,41.47,65.01,18.81,11.77,81.73,140.03,90.42,111.1,22.55,37.62,22.55,377.85,517.77
0.0200,11.99,68.53,70.07,45.1,61.05,39.82,61.93,18.81,13.09,84.81,144.1,87.45,105.93,21.23,35.09,21.23,377.3,512.93
0.0300,11.99,70.07,71.5,45.1,59.73,39.82,61.93,20.13,13.09,87.89,148.28,84.37,102.63,19.91,31.13,19.91,380.27,507.21
0.0400,11.99,71.61,71.5,45.1,59.73,39.82,61.93,18.81,15.73,92.51,153.78,79.86,97.46,17.16,27.28,18.59,380.49,502.37
0.0500,11.99,73.15,72.93,45.1,59.73,39.82,61.93,18.81,17.05,97.13,157.96,75.24,90.75,15.84,25.96,17.16,383.46,497.09
0.0600,11.99,74.58,72.93,45.1,59.73,39.82,60.28,18.81,19.69,101.75,163.46,69.19,85.58,14.52,23.32,15.84,383.24,493.35
0.0700,11.99,76.12,74.36,45.1,59.73,39.82,60.28,18.81,23.65,104.83,168.96,64.68,80.52,13.2,20.79,14.52,386.21,491.15
0.0800,11.99,77.66,75.79,45.1,58.41,38.17,60.28,18.81,27.61,109.45,171.82,63.14,78.87,11.88,20.79,14.52,386.21,498.08
0.0900,11.99,77.66,77.22,45.1,58.41,38.17,58.74,18.81,28.82,110.99,174.68,61.6,78.87,11.88,20.79,14.52,386.1,502.15
0.1000,11.99,79.09,78.65,45.1,58.41,39.82,58.74,18.81,28.82,110.99,176.11,61.6,78.87,11.88,20.79,14.52,390.61,503.58
0.1100,11.99,79.09,78.65,45.1,58.41,38.17,57.2,18.81,28.82,110.99,176.11,61.6,80.52,11.88,20.79,14.52,387.42,505.23
0.1200,11.99,80.63,78.65,43.78,58.41,38.17,57.2,18.81,28.82,110.99,174.68,61.6,78.87,11.88,19.47,14.52,387.64,500.83
0.1300,11.99,80.63,80.08,43.78,57.2,36.52,55.77,18.81,30.14,112.53,176.11,60.06,75.46,11.88,19.47,14.52,384.78,500.17
0.1400,11.99,82.17,81.51,43.78,55.77,36.52,54.34,18.81,31.46,115.72,177.54,58.63,70.29,10.56,18.15,13.2,384.89,495.55
0.1500,13.2,83.71,82.94,43.78,55.77,34.87,52.91,17.49,34.1,117.26,180.51,57.09,68.64,10.56,16.83,13.2,384.67,498.19
0.1600,11.99,83.71,82.94,42.46,54.45,34.87,50.05,17.49,36.74,120.45,181.94,54.23,65.23,9.24,16.83,11.88,377.96,496.54
0.1700,13.2,85.14,84.37,42.46,53.02,33.22,48.62,17.49,39.38,121.99,184.8,52.69,61.82,9.24,15.51,11.88,377.52,497.31
0.1800,13.2,86.68,85.8,41.14,51.7,31.57,45.76,17.49,42.02,125.18,187.77,51.26,60.17,9.24,15.51,10.56,373.34,501.71
0.1900,13.2,86.68,85.8,41.14,51.7,31.57,44.33,16.06,44.66,128.37,189.2,48.29,56.76,7.92,14.19,10.56,370.48,499.95
0.2000,13.2,88.22,87.23,39.82,50.38,29.92,42.9,16.06,47.3,131.56,192.06,46.86,55.11,7.92,14.19,10.56,367.73,505.56
0.2100,13.2,88.22,88.66,39.82,48.95,28.27,41.47,16.06,51.26,134.75,193.6,43.89,50.05,6.6,12.98,9.24,364.65,502.37
0.2200,13.2,89.76,90.09,38.5,48.95,28.27,40.04,16.06,55.22,137.83,195.03,41.03,44.99,6.6,11.66,7.92,364.87,500.28
0.2300,13.2,89.76,88.66,39.82,48.95,28.27,44.33,16.06,59.84,141.02,197.89,36.63,41.69,5.28,11.66,7.92,369.05,501.93
0.2400,13.2,86.68,87.23,41.14,51.7,29.92,47.19,16.06,64.79,144.21,199.32,35.09,40.04,5.28,11.66,6.6,373.12,506.99
0.2500,13.2,83.71,82.94,43.78,54.45,34.87,55.77,17.49,64.79,144.21,200.75,36.63,43.34,5.28,11.66,7.92,386.21,514.58
0.2600,11.99,79.09,77.22,46.42,57.2,39.82,61.93,18.81,61.49,141.02,199.32,42.46,51.7,6.6,12.98,9.24,392.48,524.81
0.2700,11.99,73.15,70.07,49.06,59.73,43.23,68.2,20.13,53.9,136.29,195.03,49.83,63.58,7.92,14.19,10.56,395.56,531.3
0.2800,11.99,67.1,64.35,51.7,61.05,48.18,69.85,20.13,44.66,126.83,184.8,58.63,80.52,10.56,16.83,13.2,394.35,536.03
0.2900,11.99,62.48,57.2,53.02,62.37,51.48,72.93,21.45,32.78,115.72,173.25,69.19,97.46,11.88,20.79,15.84,392.92,536.91
0.3000,10.78,56.54,53.35,54.34,63.69,53.13,76.12,21.45,23.65,103.29,157.96,81.29,116.16,15.84,28.49,18.59,389.4,545.27
0.3100,10.78,51.59,48.29,55.77,65.01,54.78,77.66,21.45,17.05,89.43,142.78,90.42,126.5,19.91,40.26,21.23,385.33,547.58
0.3200,9.57,46.75,44.44,54.34,65.01,56.54,77.66,22.88,14.41,77.11,127.6,95.04,133.32,23.87,49.39,22.55,377.19,543.29
0.3300,9.57,43.56,40.59,54.34,63.69,56.54,79.31,22.88,11.77,69.41,115.17,99.55,136.73,30.47,55.88,23.87,370.48,542.85
0.3400,9.57,41.91,38.06,54.34,63.69,56.54,77.66,22.88,10.45,64.79,105.49,102.63,138.49,37.18,62.81,23.87,364.65,545.71
0.3500,8.36,38.72,35.53,54.34,62.37,56.54,76.12,21.45,10.45,60.17,98.56,104.06,138.49,39.82,64.24,23.87,353.43,539.66
0.3600,8.36,38.72,34.21,54.34,61.05,56.54,74.58,21.45,9.13,60.17,95.81,105.6,136.73,39.82,64.24,25.19,349.25,536.69
0.3700,8.36,38.72,33,54.34,59.73,54.78,71.39,21.45,9.13,61.71,97.24,105.6,134.97,37.18,59.95,23.87,341.77,529.65
0.3800,8.36,38.72,34.21,54.34,58.41,53.13,68.2,21.45,9.13,64.79,102.74,105.6,133.32,34.43,57.2,23.87,336.82,531.08
0.3900,8.36,40.37,35.53,53.02,57.2,51.48,65.01,21.45,10.45,70.95,110.99,105.6,129.91,31.79,53.24,23.87,332.42,536.8
0.4000,9.57,43.56,39.38,53.02,55.77,48.18,60.28,20.13,11.77,78.65,119.35,104.06,126.5,27.83,48.07,23.87,329.89,540.1
0.4100,9.57,46.75,41.91,51.7,54.45,44.88,58.74,20.13,13.09,87.89,128.92,102.63,121.33,25.19,42.79,23.87,328.13,545.71
0.4200,9.57,50.05,46.97,49.06,53.02,41.47,54.34,18.81,14.41,98.67,141.35,98.01,116.16,21.23,36.3,22.55,323.29,548.68
0.4300,10.78,53.24,50.82,47.74,51.7,38.17,50.05,18.81,18.37,110.99,152.46,93.5,107.69,18.59,31.13,21.23,321.31,553.96
0.4400,10.78,56.54,53.35,45.1,50.38,34.87,47.19,17.49,23.65,123.64,166.21,85.91,97.46,15.84,25.96,18.59,315.7,557.26
0.4500,10.78,57.97,54.56,43.78,50.38,33.22,42.9,17.49,35.42,136.29,180.51,76.78,83.93,14.52,22,17.16,311.08,566.61
0.4600,10.78,56.54,54.56,41.14,48.95,31.57,44.33,17.49,48.62,150.59,195.03,66.11,70.29,11.88,19.47,14.52,305.36,576.51
0.4700,10.78,53.24,52.03,39.82,48.95,31.57,42.9,16.06,64.79,163.24,208.01,58.63,60.17,10.56,15.51,11.88,295.35,592.79
0.4800,9.57,48.4,45.65,38.5,47.63,29.92,42.9,16.06,81.29,176.55,218.24,51.26,50.05,7.92,14.19,10.56,278.63,610.06
0.4900,8.36,41.91,39.38,37.18,47.63,29.92,44.33,16.06,97.79,188.87,226.82,46.86,41.69,7.92,12.98,9.24,264.77,632.17
0.5000,8.36,35.53,31.68,35.75,46.2,29.92,42.9,14.74,109.34,199.43,232.43,43.89,38.39,6.6,11.66,7.92,245.08,649.66
0.5100,7.15,25.74,24.09,34.43,44.88,29.92,44.33,14.74,115.94,206.47,236.61,45.43,38.39,6.6,11.66,7.92,225.28,669.02
0.5200,4.73,19.36,17.71,31.79,43.56,28.27,42.9,14.74,120.89,213.51,239.36,48.29,41.69,7.92,12.98,9.24,203.06,693.88
0.5300,3.52,14.52,13.97,27.83,39.49,26.51,40.04,13.42,124.3,218.79,240.79,52.69,44.99,7.92,12.98,9.24,179.3,711.7
0.5400,0,11.22,10.12,23.87,32.67,24.86,37.18,10.67,125.95,224.07,242.22,57.09,46.75,7.92,12.98,9.24,150.59,726.22
0.5500,0,9.68,8.8,15.84,23.1,23.21,34.32,9.35,129.25,229.13,242.22,60.06,48.4,7.92,14.19,10.56,124.3,741.73
0.5600,0,9.68,8.8,10.56,14.96,19.91,28.6,6.71,132.66,234.3,243.54,64.68,50.05,9.24,14.19,10.56,99.22,759.22
0.5700,0,8.03,7.59,5.28,9.46,14.96,20.02,3.96,135.96,237.82,244.97,67.65,51.7,9.24,14.19,10.56,69.3,772.09
0.5800,0,8.03,7.59,2.64,8.14,8.25,12.87,0,137.61,241.23,246.4,70.73,51.7,9.24,14.19,11.88,47.52,782.98
0.5900,0,8.03,6.27,2.64,6.71,0,5.72,0,139.26,242.88,246.4,73.7,53.35,9.24,14.19,11.88,29.37,790.9
0.6000,0,8.03,6.27,2.64,5.39,0,2.86,0,139.26,246.4,244.97,76.78,53.35,9.24,15.51,11.88,25.19,797.39
0.6100,0,6.38,6.27,0,5.39,0,0,0,141.02,248.05,244.97,78.32,51.7,9.24,15.51,11.88,18.04,800.69
0.6200,0,6.38,6.27,0,4.07,0,0,0,142.67,249.81,244.97,78.32,50.05,9.24,15.51,11.88,16.72,802.45
0.6300,0,6.38,5.06,0,4.07,0,0,0,144.32,251.57,244.97,78.32,46.75,9.24,14.19,11.88,15.51,801.24
0.6400,0,6.38,5.06,0,4.07,0,0,0,147.62,254.98,244.97,76.78,44.99,9.24,14.19,10.56,15.51,803.33
0.6500,0,6.38,5.06,0,4.07,0,0,0,149.38,254.98,243.54,76.78,41.69,7.92,14.19,10.56,15.51,799.04
0.6600,0,6.38,5.06,0,2.64,0,0,0,151.03,256.74,243.54,73.7,38.39,7.92,12.98,10.56,14.08,794.86
0.6700,0,6.38,5.06,0,2.64,0,0,0,151.03,254.98,242.22,72.27,36.74,7.92,12.98,10.56,14.08,788.7
0.6800,0,6.38,5.06,0,2.64,0,0,0,152.68,254.98,240.79,70.73,34.98,7.92,12.98,9.24,14.08,784.3
0.6900,0,6.38,5.06,0,2.64,0,0,0,152.68,254.98,239.36,69.19,33.33,6.6,11.66,9.24,14.08,777.04
0.7000,0,6.38,5.06,0,2.64,0,0,0,151.03,253.22,237.93,69.19,33.33,6.6,12.98,9.24,14.08,773.52
0.7100,0,6.38,5.06,0,2.64,0,0,0,149.38,249.81,236.61,72.27,33.33,7.92,12.98,9.24,14.08,771.54
0.7199,0,4.84,5.06,0,2.64,0,0,0,145.97,248.05,236.61,73.7,34.98,7.92,12.98,9.24,12.54,769.45
0.7299,0,4.84,3.74,0,2.64,0,0,0,142.67,246.4,235.18,75.24,36.74,7.92,12.98,10.56,11.22,767.69
0.7399,0,4.84,3.74,0,2.64,0,0,0,141.02,242.88,233.75,76.78,38.39,7.92,12.98,10.56,11.22,764.28
0.7499,0,4.84,3.74,0,2.64,0,0,0,137.61,241.23,233.75,78.32,40.04,7.92,12.98,10.56,11.22,762.41
0.7599,0,4.84,3.74,0,0,0,0,0,135.96,239.47,233.75,81.29,43.34,9.24,14.19,11.88,8.58,769.12
0.7699,0,4.84,3.74,0,2.64,0,0,0,134.31,237.82,233.75,84.37,46.75,9.24,14.19,11.88,11.22,772.31
0.7799,0,4.84,3.74,0,2.64,0,0,0,130.9,234.3,233.75,87.45,51.7,10.56,15.51,13.2,11.22,777.37
0.7899,0,4.84,3.74,0,2.64,0,0,0,125.95,232.65,233.75,91.96,56.76,10.56,15.51,13.2,11.22,780.34
0.7999,0,4.84,3.74,0,2.64,0,0,0,122.54,229.13,232.43,96.47,63.58,11.88,16.83,14.52,11.22,787.38
0.8099,0,4.84,3.74,0,0,0,0,0,117.59,225.72,231,101.09,70.29,11.88,18.15,15.84,8.58,791.56
0.8199,0,4.84,3.74,0,0,0,0,0,110.99,220.55,228.25,107.14,77.11,13.2,18.15,15.84,8.58,791.23
0.8299,0,4.84,3.74,0,0,0,0,0,104.39,213.51,225.39,111.76,85.58,14.52,19.47,17.16,8.58,791.78
0.8399,0,4.84,3.74,0,0,0,0,0,96.14,206.47,222.53,118.14,92.4,15.84,20.79,18.59,8.58,790.9
0.8499,0,4.84,3.74,0,0,0,0,0,87.89,197.67,218.24,124.52,102.63,17.16,23.32,19.91,8.58,791.34
0.8599,0,4.84,3.74,0,0,0,0,0,77.99,187.11,213.84,129.36,112.75,19.91,25.96,22.55,8.58,789.47
0.8699,0,4.84,3.74,0,0,0,0,0,66.44,176.55,208.01,134.09,124.74,22.55,29.81,23.87,8.58,786.06
0.8799,0,4.84,3.74,0,0,0,0,0,55.22,164.78,200.75,138.93,134.97,30.47,33.77,25.19,8.58,784.08
