Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right
0.0100,154.55,120.45,110.77,95.92,19.03,86.24,67.54,22.33,116.27,114.95,99,91.3,36.19,100.1,89.98,33.88,676.83,681.67
0.0200,154.55,120.45,110.77,95.92,19.03,86.24,67.54,22.33,116.27,114.95,99,91.3,38.61,100.1,89.98,33.88,676.83,684.09
0.0300,154.55,120.45,110.77,95.92,19.03,86.24,67.54,22.33,116.27,114.95,99,91.3,38.61,100.1,89.98,33.88,676.83,684.09
0.0400,154.55,120.45,110.77,95.92,19.03,86.24,67.54,22.33,116.27,114.95,99,91.3,38.61,100.1,89.98,33.88,676.83,684.09
0.0500,154.55,120.45,110.77,95.92,19.03,86.24,67.54,22.33,116.27,114.95,99,91.3,36.19,100.1,87.89,33.88,676.83,679.58
0.0600,154.55,120.45,110.77,95.92,19.03,86.24,67.54,22.33,116.27,114.95,99,91.3,36.19,100.1,87.89,33.88,676.83,679.58
0.0700,157.08,120.45,110.77,95.92,19.03,86.24,67.54,22.33,116.27,114.95,99,88.88,38.61,97.79,87.89,33.88,679.36,677.27
0.0800,157.08,122.98,113.08,95.92,19.03,86.24,65.34,22.33,118.14,114.95,99,88.88,36.19,97.79,85.8,33.88,682,674.63
0.0900,157.08,122.98,113.08,98.34,19.03,86.24,65.34,22.33,120.01,114.95,101.97,88.88,36.19,97.79,85.8,31.57,684.42,677.16
0.1000,159.5,125.51,115.39,95.92,19.03,83.71,65.34,22.33,120.01,114.95,101.97,88.88,36.19,95.48,85.8,31.57,686.73,674.85
0.1100,162.03,125.51,115.39,95.92,19.03,83.71,65.34,22.33,120.01,117.48,101.97,86.46,36.19,95.48,83.71,31.57,689.26,672.87
0.1200,164.56,127.93,115.39,95.92,19.03,83.71,63.03,22.33,121.88,114.95,101.97,86.46,36.19,95.48,83.71,31.57,691.9,672.21
0.1300,164.56,127.93,117.81,98.34,19.03,83.71,63.03,22.33,121.88,114.95,101.97,86.46,36.19,93.28,81.62,31.57,696.74,667.92
0.1400,167.09,130.46,117.81,95.92,19.03,83.71,63.03,22.33,121.88,114.95,101.97,84.04,36.19,93.28,81.62,31.57,699.38,665.5
0.1500,169.62,132.88,120.23,98.34,19.03,83.71,63.03,20.57,121.88,114.95,101.97,84.04,33.77,90.97,79.53,31.57,707.41,658.68
0.1600,172.26,135.41,120.23,98.34,19.03,83.71,63.03,22.33,123.64,114.95,99,81.62,33.77,88.66,77.44,31.57,714.34,650.65
0.1700,177.54,137.94,122.65,98.34,19.03,83.71,60.83,20.57,123.64,114.95,99,79.2,33.77,86.35,75.35,29.37,720.61,641.63
0.1800,182.82,142.89,125.07,98.34,19.03,81.07,58.63,22.33,125.51,114.95,99,76.78,31.35,84.04,73.26,29.37,730.18,634.26
0.1900,188.21,147.84,127.49,98.34,19.03,81.07,58.63,22.33,127.38,114.95,99,74.36,31.35,79.42,69.08,27.06,742.94,622.6
