Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right
0.0100,0,0,0,0,0,0,0,0,354.2,232.76,105.05,82.94,6.27,50.38,3.96,16.72,0,852.28
0.0200,0,0,0,0,0,0,0,0,351.89,230.78,105.05,82.94,6.27,52.91,3.96,19.47,0,853.27
0.0300,0,0,0,0,0,0,0,0,345.07,228.69,102.96,82.94,4.18,52.91,6.05,19.47,0,842.27
0.0400,0,0,0,0,0,0,0,0,340.45,224.62,100.76,82.94,6.27,52.91,6.05,19.47,0,833.47
0.0500,0,0,0,0,0,0,0,0,335.83,218.35,98.56,82.94,6.27,52.91,6.05,19.47,0,820.38
0.0600,0,0,0,0,0,0,0,0,328.79,212.08,98.56,82.94,6.27,52.91,8.03,19.47,0,809.05
0.0700,0,0,0,0,0,0,0,0,321.53,207.9,96.36,80.41,4.18,55.44,8.03,19.47,0,793.32
0.0800,0,0,0,0,0,0,0,0,314.38,199.54,94.27,80.41,6.27,57.97,8.03,19.47,0,780.34
0.0900,0,0,0,0,0,0,0,0,307.12,193.27,92.07,80.41,6.27,57.97,12.1,22.33,0,771.54
0.1000,0,0,0,0,0,0,0,0,299.86,189.09,92.07,77.99,8.47,60.28,16.06,22.33,0,766.15
0.1100,0,0,0,0,0,0,0,0,292.71,182.82,89.87,77.99,10.56,62.7,20.13,22.33,0,759.11
0.1200,0,0,0,0,0,0,0,0,287.87,176.55,89.87,77.99,12.65,62.7,26.18,22.33,0,756.14
0.1300,0,0,0,0,0,0,0,0,280.72,170.28,89.87,77.99,14.74,65.12,32.23,22.33,0,753.28
0.1400,0,0,0,0,0,0,0,0,275.99,165.99,87.67,77.99,16.94,67.54,40.37,25.08,0,757.57
0.1500,0,0,0,0,0,0,0,0,271.37,161.59,87.67,77.99,19.03,67.54,44.33,25.08,0,754.6
0.1600,0,0,0,0,0,0,0,0,266.75,157.3,87.67,77.99,21.12,69.85,50.38,27.83,0,758.89
0.1700,0,0,0,0,0,0,0,0,264.44,152.9,87.67,77.99,21.12,72.27,54.45,27.83,0,758.67
0.1800,0,0,0,0,0,0,0,0,259.82,148.61,87.67,75.46,23.21,72.27,58.85,30.69,0,756.58
0.1900,0,0,0,0,0,0,0,0,257.51,144.21,87.67,77.99,25.41,74.69,66.11,30.69,0,764.28
0.2000,0,0,0,0,0,0,0,0,252.89,142.01,87.67,77.99,25.41,77.11,70.84,33.44,0,767.36
0.2100,0,0,0,0,0,0,0,0,248.27,137.72,87.67,77.99,27.5,79.53,75.68,36.19,0,770.55
0.2200,0,0,0,0,0,0,0,0,241.34,135.52,85.47,80.41,29.59,84.26,82.83,36.19,0,775.61
0.2300,0,0,0,0,0,0,0,0,234.41,131.23,85.47,80.41,31.79,86.68,92.4,41.8,0,784.19
0.2400,0,0,0,0,0,0,0,0,229.79,126.83,85.47,82.94,31.79,91.41,97.24,44.66,0,790.13
0.2500,0,0,0,0,0,0,0,0,218.13,122.54,83.38,85.47,33.88,96.25,106.81,50.16,0,796.62
0.2600,0,0,0,0,0,0,0,0,206.47,115.94,81.18,85.47,35.97,101.09,113.96,55.77,0,795.85
0.2700,0,0,0,0,0,0,0,0,194.81,109.56,76.78,88,38.06,105.82,118.58,61.49,0,793.1
0.2800,0,0,0,0,0,0,0,0,180.73,103.18,72.49,90.53,38.06,110.66,127.93,70.18,0,793.76
0.2900,0,0,0,0,0,0,0,0,166.76,96.8,68.09,92.95,40.26,118.03,134.86,76.01,0,793.76
0.3000,0,0,0,0,0,0,0,0,150.81,88.33,61.6,95.48,42.35,125.62,141.9,84.81,0,790.9
0.3100,0,0,0,0,0,0,0,0,137.17,79.86,55.11,98.01,44.44,130.68,151.14,90.53,0,786.94
0.3200,0,0,0,0,0,0,0,0,123.53,71.28,51.26,100.54,44.44,138.27,160.49,99.33,0,789.14
0.3300,0,0,0,0,0,0,0,0,107.25,64.9,45.54,102.96,46.53,145.75,169.95,105.16,0,788.04
0.3400,0,0,0,0,0,0,0,0,95.37,58.63,39.82,105.49,48.73,153.34,182.16,110.99,0,794.53
0.3500,0,0,0,0,0,0,0,0,78.65,52.25,36.08,108.02,50.82,160.93,191.84,118.58,0,797.17
0.3600,0,0,0,0,0,0,0,0,64.35,43.89,30.36,113.08,50.82,168.52,204.05,123.64,0,798.71
0.3700,0,0,0,0,0,0,0,0,50.27,37.62,22.77,118.03,50.82,178.09,216.26,131.23,0,805.09
0.3800,0,0,0,0,0,0,0,0,36.52,31.35,17.05,120.45,52.91,187.44,228.36,136.29,0,810.37
0.3900,0,0,0,0,0,0,0,0,29.7,22.99,11.33,122.98,50.82,196.9,237.93,141.35,0,814
0.4000,0,0,0,0,0,0,0,0,25.08,18.81,9.46,125.51,50.82,206.36,249.92,148.94,0,834.9
0.4100,0,0,0,0,0,0,0,0,22.88,14.63,5.61,122.98,46.53,213.4,257.18,154,0,837.21
0.4200,0,0,0,0,0,0,0,0,18.26,10.45,3.74,118.03,42.35,220.55,264.33,159.06,0,836.77
0.4300,0,0,0,0,0,0,0,0,15.95,6.27,0,108.02,35.97,227.81,269.17,161.59,0,824.78
0.4400,0,0,0,0,0,0,0,0,11.44,4.18,0,90.53,27.5,235.18,266.75,166.76,0,802.34
0.4500,0,0,0,0,0,0,0,0,11.44,4.18,0,72.93,21.12,240.13,266.75,169.18,0,785.73
0.4600,0,0,0,0,0,0,0,0,9.13,0,0,57.97,16.94,244.97,262.02,174.24,0,765.27
0.4700,0,0,0,0,0,0,0,0,9.13,0,0,42.79,12.65,249.92,252.34,179.19,0,746.02
0.4800,4.07,0,0,0,0,0,0,0,9.13,0,0,30.14,10.56,249.92,237.93,184.25,4.07,721.93
