Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right
0.0100,174.13,76.34,68.42,98.89,8.58,106.7,51.81,42.79,178.42,92.51,63.8,88,10.56,89.1,32.23,27.83,627.66,582.45
0.0200,176.22,76.34,70.62,98.89,8.58,106.7,51.81,42.79,178.42,92.51,63.8,88,10.56,89.1,32.23,27.83,631.95,582.45
0.0300,176.22,76.34,70.62,98.89,8.58,106.7,49.61,42.79,178.42,92.51,63.8,88,12.65,89.1,32.23,27.83,629.75,584.54
0.0400,176.22,76.34,68.42,98.89,8.58,106.7,49.61,42.79,178.42,92.51,63.8,88,10.56,89.1,30.25,27.83,627.55,580.47
0.0500,176.22,76.34,70.62,98.89,10.78,106.7,49.61,42.79,178.42,92.51,63.8,88,10.56,89.1,30.25,27.83,631.95,580.47
0.0600,176.22,76.34,70.62,98.89,8.58,106.7,49.61,42.79,180.73,92.51,63.8,88,10.56,89.1,30.25,27.83,629.75,582.78
0.0700,176.22,76.34,70.62,98.89,8.58,106.7,49.61,42.79,178.42,92.51,63.8,85.47,10.56,89.1,30.25,27.83,629.75,577.94
0.0800,176.22,76.34,70.62,98.89,8.58,106.7,49.61,42.79,178.42,92.51,63.8,85.47,12.65,86.68,30.25,27.83,629.75,577.61
0.0900,176.22,76.34,70.62,98.89,8.58,106.7,49.61,40.59,180.73,92.51,63.8,85.47,10.56,86.68,30.25,27.83,627.55,577.83
0.1000,176.22,76.34,70.62,98.89,8.58,106.7,49.61,40.59,180.73,92.51,63.8,88,10.56,86.68,30.25,27.83,627.55,580.36
0.1100,178.2,76.34,70.62,98.89,8.58,106.7,49.61,42.79,180.73,92.51,63.8,85.47,10.56,86.68,30.25,25.08,631.73,575.08
0.1200,178.2,76.34,70.62,98.89,10.78,106.7,49.61,40.59,180.73,92.51,63.8,85.47,10.56,86.68,30.25,25.08,631.73,575.08
0.1300,178.2,76.34,70.62,98.89,8.58,104.39,49.61,40.59,183.04,92.51,63.8,85.47,10.56,86.68,30.25,25.08,627.22,577.39
0.1400,178.2,76.34,70.62,98.89,8.58,104.39,49.61,40.59,183.04,92.51,63.8,85.47,10.56,86.68,28.27,25.08,627.22,575.41
0.1500,180.18,76.34,70.62,98.89,8.58,104.39,49.61,40.59,185.46,92.51,63.8,85.47,10.56,84.26,28.27,25.08,629.2,575.41
0.1600,180.18,76.34,70.62,96.8,8.58,104.39,51.81,42.79,185.46,92.51,63.8,85.47,10.56,84.26,28.27,25.08,631.51,575.41
0.1700,180.18,76.34,72.93,96.8,8.58,106.7,49.61,40.59,187.77,94.71,65.89,85.47,10.56,84.26,28.27,25.08,631.73,582.01
0.1800,182.27,76.34,72.93,96.8,10.78,104.39,49.61,42.79,190.08,94.71,65.89,82.94,10.56,81.84,28.27,25.08,635.91,579.37
0.1900,182.27,78.32,72.93,96.8,10.78,104.39,49.61,42.79,192.39,94.71,65.89,82.94,10.56,81.84,26.18,22.33,637.89,576.84
0.2000,182.27,78.32,72.93,96.8,10.78,104.39,49.61,42.79,194.81,94.71,65.89,82.94,10.56,79.53,26.18,22.33,637.89,576.95
0.2100,182.27,78.32,72.93,96.8,8.58,104.39,49.61,42.79,197.12,96.8,65.89,82.94,10.56,79.53,26.18,19.47,635.69,578.49
0.2200,184.25,78.32,72.93,96.8,8.58,104.39,49.61,42.79,197.12,96.8,65.89,82.94,10.56,77.11,26.18,22.33,637.67,578.93
0.2300,184.25,78.32,72.93,96.8,8.58,104.39,51.81,42.79,199.43,96.8,65.89,82.94,10.56,77.11,24.2,19.47,639.87,576.4
0.2400,184.25,76.34,72.93,96.8,8.58,104.39,49.61,40.59,199.43,96.8,65.89,80.41,10.56,74.69,24.2,19.47,633.49,571.45
0.2500,184.25,78.32,72.93,96.8,8.58,102.08,49.61,40.59,201.74,96.8,65.89,82.94,10.56,74.69,24.2,19.47,633.16,576.29
0.2600,186.34,78.32,72.93,96.8,10.78,102.08,49.61,40.59,204.16,96.8,65.89,80.41,10.56,74.69,24.2,19.47,637.45,576.18
